,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,index
33,0.0009524938021862574,0.0009525154083555315,0.0009523875263837371,0.0009525422180802913,0.2512207864944124,0.0009524718099806546,0.0009529480379127136,0.32228147838255117,0.4198296972011441,0.0009526791189933823,33
34,0.00769317687434343,0.0076923924790515096,0.00769230783222975,0.007693461084389814,0.8141747945801713,0.007692741609745452,0.007694954862163962,0.12428007482016397,0.0076930628955780254,0.007693032962162965,34
35,0.003846503520629399,0.16553348711347815,0.0038461538854800926,0.8036927100874917,0.003846934219733744,0.0038486080996357123,0.0038461565419645625,0.0038467010200707867,0.0038465432858167973,0.0038462022256988953,35
36,0.03600969372596175,0.0020837996110935533,0.0020837159247643834,0.3525021514971974,0.5969013991692664,0.00208365906780274,0.002084013250931169,0.002083908936549289,0.0020835668108902076,0.0020840920055430912,36
37,0.0005236368691099669,0.19401559381330208,0.0005235676632244874,0.0005236615903365488,0.8017952684913309,0.0005236118161415753,0.0005236046294180033,0.000523679369854309,0.0005237346534631366,0.0005236411038189755,37
38,0.0028574696995259745,0.002857690705333427,0.0028571428741215005,0.00285742584014025,0.9742829393457576,0.0028573674123158316,0.0028572392166301788,0.002858060339319153,0.002857407972108666,0.0028572565947477323,38
39,0.0351940213955113,0.0003448756055885554,0.0003448466661644616,0.0003449430059283165,0.48832864826154315,0.0003449181960076361,0.0003448561330564363,0.4740630696865479,0.0003449018137497504,0.00034491923590260497,39
40,0.0010527429080427772,0.0010526867234180945,0.0010526355906074582,0.16009167680233305,0.6854940567879558,0.14704518092158897,0.0010526589639961658,0.0010528444072908248,0.0010527933095462114,0.00105272358522056,40
41,0.8291424817129567,0.13084775794772505,0.005000165818159168,0.005001837303212949,0.005001328256345839,0.005001289971941591,0.005000688008650169,0.005001575236529816,0.005001542481854465,0.005001333262624369,41
42,0.45563652205253896,0.014286668814287758,0.014285714329532575,0.014286401130379397,0.014287055232930387,0.014288529349796146,0.014288034216498548,0.014286157221459057,0.014287555894004763,0.43006736175857246,42
43,0.0006623668177348025,0.0006622964861832909,0.0006622547240361313,0.3172977029747971,0.0006624326498668807,0.6774035419409106,0.0006622707103233792,0.0006623854529719322,0.0006623879633657699,0.0006623602798100859,43
44,0.0010205504132596236,0.0010207851795664274,0.0010204084018951031,0.5674010455188692,0.07882786339283354,0.34662731290967735,0.0010204299245866878,0.0010206092052999693,0.0010205285267770982,0.0010204665272351178,44
45,0.005001248519940658,0.0050003939171766945,0.005000004868384987,0.005001531691980959,0.9549919019853373,0.005000785786509568,0.005000676344961316,0.005001297422181977,0.005001258114832007,0.005000901348694764,45
46,0.757430955629923,0.00909420493078121,0.00909095128503839,0.009091292664444046,0.009091174918983301,0.009092337071153967,0.009092040704911018,0.1698337700302476,0.009091374071335282,0.009091898693181862,46
47,0.0020411027616398522,0.0020409521161389985,0.022439966224537467,0.25044864455578736,0.28246595809871355,0.09172381391676279,0.04080770352014161,0.30394947557996466,0.002041279736650167,0.002041103489663711,47
48,0.44282905633151104,0.005000374889533507,0.005000854970152823,0.005001410742814843,0.1792627240019656,0.005000730427116714,0.09796836241473315,0.24993493706335979,0.0050008868089179495,0.005000662349894631,48
49,0.028507703480924754,0.0027781102320869836,0.002778215933574819,0.002778836248190222,0.622229295535916,0.10440060742900889,0.0027787608451804997,0.002778280896249853,0.0027779780052651862,0.22819221139360282,49
50,0.8019713423657034,0.0011115142410057903,0.0011111119607820012,0.18913862526229175,0.0011112721979330872,0.0011112551828769094,0.0011111604203880377,0.0011111957051086756,0.0011112479621323823,0.0011112747017778637,50
51,0.001351569336093354,0.0013514234305832106,0.001351563761364687,0.001351523121140181,0.9878352875671672,0.0013514098235020522,0.0013520665675144342,0.00135148725553253,0.001352066079049378,0.0013516030580529653,51
52,0.9549946086149252,0.005000031415978447,0.005002236635910685,0.005000527034480475,0.0050006459777845545,0.00500021304804149,0.005000598150146523,0.005000675872404842,0.005000212417200004,0.0050002508331277295,52
53,0.0027787521222174707,0.002778031779301354,0.0027777794302837563,0.0027782875093198384,0.28535195923508033,0.0027778602465392253,0.002777790300494124,0.6924233099703496,0.0027783013465686123,0.002777928059845727,53
54,0.00045669584555294495,0.00045669059669812385,0.00045662152435924774,0.00045670288381915325,0.49674045224333657,0.0004567343130557448,0.00045675957656508246,0.0004566792192974706,0.49960594052266394,0.00045672327465182377,54
55,0.15347850269977517,0.23495171864000539,0.001694915260350485,0.0016953890638768876,0.412653740097908,0.0016949738681300867,0.0016949588522053548,0.0016952683711179129,0.0016953286894715698,0.18874520445715925,55
56,0.06710532243248088,0.0006025005071084978,0.0006024112613784067,0.5175085922997872,0.0006025572251999642,0.0006025178673130425,0.0006024279362093195,0.4111687451347851,0.0006024677910075579,0.0006024575447301606,56
57,0.011111608103473778,0.01111115202997185,0.01111111112611921,0.6604515719817525,0.25065148264339093,0.011112683779738921,0.011112711358277388,0.011112216797580602,0.011112646809018146,0.011112815370676812,57
58,0.9742840561870303,0.002857235508522469,0.0028571432157026688,0.0028577273144614087,0.0028574980936653055,0.0028572434844372687,0.002857161818737059,0.002857380646573843,0.0028572766961043857,0.0028572770347653283,58
59,0.002019903031053767,0.06303060265230391,9.157674052095448e-05,9.159073879087187e-05,9.1594638997749e-05,9.159602661778656e-05,9.158967908463402e-05,0.006200802521258214,9.161088810763547e-05,0.9281991330832645,59
60,0.5437466508705648,0.00833361680185891,0.008333333338952219,0.008334636708868961,0.15633025225303163,0.008334363421139027,0.008333342128514942,0.2415812807484177,0.00833604749559029,0.008336476233061418,60
61,0.8583924200908561,0.06910500148211486,0.0013513513972385797,0.0013515518032252245,0.06304186763502856,0.0013514416930878236,0.0013513753151649498,0.001351651392489951,0.001351622860215825,0.0013517163305779131,61
62,0.5612276274952795,0.005556766728216411,0.00555564885599485,0.005557749828704397,0.005556114008495725,0.005556754119320752,0.005556790610366699,0.3943193614291653,0.005556005278757416,0.005557181645699009,62
63,0.004763729664333356,0.366935732094482,0.004761910431808653,0.17635701125256179,0.25463746614921695,0.004762594335028616,0.004761993438547511,0.17349323048668966,0.004762808065388565,0.004763524081943071,63
64,0.0033344380641663488,0.003333792695307427,0.0033333333463364113,0.0033342989651590623,0.25153921025778325,0.07320775292631017,0.0033333404522627647,0.45949226692531087,0.19575722548010419,0.003334340887259442,64
65,0.0017546730954393912,0.025100004465230606,0.0017543859737862975,0.001754739662683979,0.8860850061741152,0.0017544412228134335,0.07653273818765695,0.0017548038176429664,0.0017545652224147832,0.0017546421782163365,65
66,0.0012989227947182754,0.040893875926959464,0.09420770155586472,0.0012989818533992036,0.001298888531523609,0.12385129309638568,0.0012988387883018711,0.001298792396457409,0.0012989464911181679,0.7332537585652716,66
67,0.003448981832044156,0.12229301189957754,0.0034482781948050084,0.003449462782696977,0.8501135387387581,0.0034493858338988975,0.003448575854471306,0.0034488463786763734,0.0034499221312980412,0.003449996353773622,67
68,0.0005525912330575298,0.0005526705011148617,0.0005524964791253409,0.0005527029283117208,0.886799907385056,0.0005526577587507701,0.08985900790461843,0.0005526488035574702,0.01947276546890578,0.0005525515375021573,68
69,0.41154641955629284,0.0027029060813519618,0.14997647816579415,0.0027035290424632496,0.002703093342288351,0.0027034519737647576,0.03541977268935844,0.23554015242968593,0.002703273456316068,0.1540009232626841,69
70,6.672035831810105e-05,6.671654122262553e-05,6.671191452710906e-05,6.672028735231498e-05,0.6327120536112121,6.672638279714982e-05,6.671707140421631e-05,6.672114643598545e-05,0.36675419067361636,6.672201311394429e-05,70
71,0.0020836745156225323,0.027223344821012463,0.0020833636452511975,0.002084093766790981,0.9561073821115499,0.002083434430569387,0.0020835406478287425,0.0020840220783914943,0.002083661015509632,0.002083482967473607,71
72,0.21519001097288956,0.0013515691773263393,0.001351363182228886,0.11468697381152337,0.1918587775122538,0.0013518831798196124,0.0013515584303149157,0.47015480884956484,0.001351570632721094,0.001351484251357634,72
73,0.005556686416895201,0.005555768985000326,0.00555555555979291,0.1738752379206034,0.005556370855099942,0.005556442088136156,0.005555665826800014,0.7816757810928955,0.005556529519900872,0.005555961734875749,73
74,0.8441881398817914,0.0013889993028187591,0.001388979123842879,0.0013891729392585671,0.001389219182025839,0.0013889172485536119,0.1446990469809989,0.0013893863316792252,0.0013890753142880125,0.0013890636947426665,74
75,0.3746547588144292,0.00277790305593866,0.0027778211669267456,0.0027785656500463477,0.002778486001378532,0.0027782742308714776,0.0027779151207238334,0.2130009066325975,0.392897296531397,0.0027780727956904735,75
76,0.18278932207575596,0.5333366085973891,0.001298701301399642,0.0012990768961757884,0.14764080900508447,0.0012987961825853965,0.0012987122758981358,0.12844026948148268,0.00129890182769707,0.0012988023565319107,76
77,0.001020596505956016,0.0010205077970568098,0.0010204147821088415,0.203267400654253,0.07564006380046127,0.02435643121132617,0.0010205013790575324,0.6674609917820445,0.0010205553765946494,0.024172536711141203,77
78,0.8331843719013101,0.0034489479269455845,0.003448284854674633,0.003448852352903471,0.1392251137726204,0.0034486783373115356,0.0034483308234609018,0.0034492305707148584,0.0034494333943302564,0.0034487560657283055,78
79,0.9909077519581234,0.0010101629012610378,0.0010101022068037442,0.001010265381408365,0.001010296051795369,0.0010104289530567265,0.0010101251394613324,0.001010320638169035,0.0010102996999194844,0.0010102470700015557,79
80,0.0004546017847981158,0.0004547223599762873,0.00045454565481014355,0.00045462144235282174,0.8596641002622566,0.0004545950705928652,0.0004545973136492984,0.13669896388951241,0.0004546315411562024,0.00045462068089529407,80
81,0.0021279371635868263,0.0021277935269043715,0.0021276595792738716,0.0021283056238798567,0.9808489794809373,0.002127825926456273,0.002127669856536477,0.002128078824373585,0.0021277922670144838,0.0021279577510371003,81
82,0.00029161390494884907,0.00029159469886690245,0.00029154609549274186,0.00029159814449849017,0.00029162610463254993,0.0002916050113479412,0.0002915606289194884,0.0002916134167272861,0.1406864746882161,0.8569807673063498,82
83,0.23285906999544412,0.0022730116732390783,0.0022727476369838813,0.165635344207558,0.0022734560425961446,0.0022731966553040535,0.0022728624395656296,0.0022732552129422763,0.3622810624057391,0.22558599373062777,83
84,0.002084248845747788,0.0020834823186244252,0.002083337713718843,0.3877932146334106,0.0020837655579769663,0.0020835127526789288,0.0020835322074404814,0.46245421558717054,0.1351671936816036,0.002083496701628027,84
85,0.47389525477886685,0.0050003267950836676,0.00500000001593374,0.005001250648928629,0.005001566333769005,0.00500008722339837,0.005000106174813072,0.11982792943901992,0.3712722248071848,0.005001253783001951,85
86,0.3470128498350722,0.0009176409844316147,0.0009174378001441661,0.32249167450429117,0.0009176659273701029,0.0009175245037634293,0.0009175456871314887,0.2915487305118573,0.033441190839167606,0.0009177394067709608,86
87,0.49790198141025893,0.0009093005097523733,0.0009090929367275561,0.0009093565303186606,0.0009093555046201283,0.2572260146621691,0.0009091531787818678,0.0009094560308994385,0.2385068132249363,0.0009094760115357464,87
88,0.006250828866332571,0.006250449353305897,0.006250000035262142,0.6404710793770506,0.006251658756273047,0.24625920554133074,0.06951147286565926,0.006254057414144519,0.006250438211115641,0.006250809579525347,88
89,0.7621958411751365,0.00769332222236331,0.007692307795748002,0.007694049602373727,0.007694946878356262,0.17625321200715158,0.007692316157977094,0.007694759051037553,0.007693940154782849,0.007695304955073232,89
90,0.6418535750699849,0.002041300117157269,0.0020409737830351577,0.0020412330852844804,0.002041242939106806,0.2758883303024324,0.0020412158940240253,0.06796928381743678,0.0020417756185775204,0.002041069372960746,90
91,0.0010640724747406098,0.0010638796703509618,0.0010638460632518398,0.001063930345265124,0.9904241179682742,0.00106385662874956,0.0010641997828062558,0.0010639493693228705,0.0010641529536585034,0.001063994743580029,91
92,0.8095697009310084,0.0022729202900875376,0.0022727290776673147,0.07482940591296332,0.002273124152275331,0.00227294396531983,0.002274261000919168,0.09968893205274464,0.0022729310054736746,0.002273051611540739,92
93,0.7315119808245703,0.0005814501701009604,0.0005813954343968702,0.06678422190041135,0.0005815593045595574,0.0005814945926113016,0.0005814117429947111,0.197633598324184,0.0005814482398134389,0.0005814394663575357,93
94,0.004547311036325248,0.004546583077447878,0.00454545539676073,0.004546582238922774,0.004546062377516392,0.00454608504275828,0.004545658205643328,0.959082317679655,0.0045475287040786135,0.004546416240891903,94
95,0.006667563036700805,0.006666780909001183,0.006666666694164376,0.006669237264394114,0.28720322665980885,0.006667388894799073,0.006666666706892041,0.6594532412107499,0.006668116862658779,0.006671111760830756,95
96,0.0003861673770410666,0.0003861557308089864,0.0003861055937479247,0.3496842482086467,0.22557206472943006,0.00038620011432455726,0.00038616071459989383,0.0003861940811236398,0.000386214446314935,0.42204048900396235,96
97,0.980431091154125,0.002174140307290239,0.0021739130487882312,0.0021744674257460008,0.0021745568151202046,0.0021739575571585405,0.0021739219500022866,0.0021744744986323212,0.0021744191971449405,0.0021750580459923684,97
98,0.003571670299760687,0.003571553048139246,0.0035714285838186924,0.0035717319231684886,0.860009268766963,0.003571554572704927,0.11141666960311554,0.003571883531981263,0.003572498743189044,0.0035717409271589632,98
99,0.8936207624289356,0.0022729066902817566,0.0022727281311770145,0.0022730140916926724,0.002273112509165021,0.0022730859243264585,0.0022729537412191584,0.002273137016616676,0.08819514932075703,0.002273150145828592,99
100,0.9244705395888733,0.0009174869753348514,0.0009174497645896749,0.0009174757027417602,0.0009175112952009695,0.0681892526676582,0.0009175825728708331,0.0009175342957682953,0.0009175453937996231,0.0009176217431625077,100
101,0.5290015554453253,0.05344322519970349,0.002127659935777356,0.002128214217801359,0.1587078559916718,0.002128431880403508,0.0021277913004242475,0.002128400073364658,0.2460786956313666,0.0021281703241615617,101
102,0.0007196433044464773,0.0007195244184539975,0.0007194439862541603,0.1811593303091053,0.0007196107102153429,0.4106446567138173,0.0007194710619064569,0.403158957452092,0.0007197091113497738,0.0007196529323592932,102
103,0.016671513467873097,0.19343541565140812,0.01666666667273453,0.0166743818323658,0.01667060759990912,0.016672392504586905,0.016666666675542202,0.6732019760570438,0.01667047931768509,0.016669900220851203,103
104,0.0018184823418735845,0.0018182833013941399,0.0018181818657872395,0.0018184413753579956,0.7906271089743468,0.0018182443670281268,0.0018181875369650041,0.0018183525778531515,0.17501446474684978,0.021630252912544154,104
105,0.45835447587675204,0.0005714756674226344,0.0005714294409509137,0.029146421062521813,0.0005715825223394604,0.0005715239270611121,0.0005714439882347799,0.052839468367308934,0.45623065911814914,0.0005715200292591987,105
106,0.5637763478394264,0.0032267001018448766,0.003225822587519393,0.0032268783241987294,0.0032265441283867726,0.0498150138805586,0.003226020003689343,0.36382411368127093,0.003226105456417988,0.0032264539966869693,106
107,0.22451083820518392,0.0015626640954911227,0.0015625056222164939,0.001562864326529514,0.0015628907596765705,0.0015628032296792715,0.07523967099237712,0.6893100301820455,0.001563145678376264,0.0015625869084242973,107
108,0.939991540728733,0.0066667505516387355,0.006666666671540328,0.006667671821123058,0.00666747037255145,0.006667560625977033,0.006668564946149603,0.006668633151527691,0.006667183561798789,0.006667957568960239,108
109,0.0037051447327721347,0.0037044389526340996,0.003703800741401597,0.3275782940608637,0.0037041887920872068,0.36196011003270456,0.0037049227370802443,0.1756615171013864,0.1125730105738689,0.0037045722752011923,109
110,0.0047626535450260655,0.13918798582678016,0.0047619047741269994,0.004763113101403012,0.8227130477969345,0.004761979466267518,0.004762005834786395,0.0047627772420775405,0.004762265898550944,0.004762266514046958,110
111,0.4973635146141849,0.09236819594504135,0.001612938002156908,0.0016133714397983485,0.001613356887887406,0.018910633413254406,0.030171921313812616,0.28957567283217034,0.0016133262736817706,0.065157069278012,111
112,0.8568812539260017,0.0020834323598956507,0.0020833338354069933,0.0020840109110321164,0.0020835609418669255,0.0020833957461658618,0.0020833467787058323,0.1264506440485363,0.0020834728895113975,0.0020835485628773057,112
113,0.008336352564521334,0.00833333889453631,0.008333333354063643,0.6676558562809474,0.008335480975791528,0.008333751398293766,0.008333506073403331,0.2656673224535774,0.00833443108795318,0.008336626916912254,113
114,0.005001884406216421,0.068796642657763,0.054983974432816954,0.005002597828839388,0.8412115124370941,0.0050000725008131075,0.005000005165990915,0.005000704747378613,0.005001081157252885,0.005001524665834497,114
115,0.0023810999266987713,0.002381071090409249,0.0023809523819921293,0.002381229675696466,0.9785704212630412,0.0023809659165862952,0.0023809533172012747,0.0023811565084708194,0.002381136948019472,0.002381012971884385,115
116,0.008334517070220858,0.008333394001041739,0.008333333337106603,0.008334943874586765,0.008336425552669152,0.008334248174353203,0.008333352280242333,0.9249920506564963,0.008333800171194538,0.008333934882088655,116
117,0.004000698698491334,0.5269808069820627,0.004000000003687675,0.004000790387369378,0.2729585029797869,0.004000111709935225,0.0040000000054274025,0.004000547247873288,0.17205720377751887,0.0040013382078471485,117
118,0.9785664748800109,0.002381005113301157,0.002383524153763085,0.0023815465825938516,0.0023816381964731196,0.002381092966006464,0.002381252779958563,0.0023812566533138913,0.0023811281361450706,0.0023810805384338837,118
119,0.007694932293026804,0.007694719843802476,0.007692307698771521,0.9307542853504288,0.007695655594594,0.007692473547334555,0.007692833051468542,0.0076944637060042806,0.007694367692044702,0.007693961222524283,119
120,0.08354736204574667,0.0006410887053827177,0.0006410256493169617,0.0006411551246202755,0.8992607005094205,0.0006410589732977763,0.0006410326126262972,0.0006411431979405838,0.0006411715730928021,0.012704261608555275,120
121,0.0007354381170351582,0.0007353610663787375,0.0007352956512265481,0.9437307202206352,0.050386058447523974,0.000735330063996894,0.0007353434724742475,0.0007354835089809111,0.0007356376027288996,0.0007353318490194042,121
122,0.8402542362971367,0.004000385614315521,0.004000000117288355,0.004000761065220756,0.12774081974655283,0.004001701594639321,0.004000561945741237,0.004000738868966955,0.0040005037222210675,0.004000291027917255,122
123,0.0013335526212505222,0.001333842203483989,0.001333387652461424,0.0013339294904405239,0.6980331279911408,0.001333642995634105,0.02063572616879881,0.0013335817408621834,0.10318372939650011,0.17014547973942756,123
124,0.0023813848355253102,0.002381052813960779,0.12186468629821734,0.002381534902773074,0.7179878924550525,0.0023813113219231215,0.002381251891750754,0.0023815774454154907,0.14347804868812974,0.002381259347251899,124
125,0.007693851006145213,0.00769262793856252,0.007692307695077449,0.7823257967940027,0.007694006470724714,0.007693694907363126,0.007692900106291437,0.007693514950246853,0.007693660816039178,0.15612763931554666,125
126,0.020001758368914543,0.020000283873736643,0.020000000015907952,0.020004104804448496,0.8199903995867113,0.020000004117580246,0.020000000023271826,0.020001649921872474,0.02000179927575849,0.020000000011798018,126
127,0.0006537687348624265,0.0006536510732232569,0.0006535987121837023,0.0006538072761928681,0.7985248516908912,0.000653621227905524,0.000653637403077194,0.0006538188108795487,0.1962455444632639,0.0006537006075205204,127
128,0.008334258236160883,0.00833388436452996,0.008334100539822054,0.6363310020207323,0.008335070236178087,0.29699110973173226,0.008335453666215022,0.008335899371615892,0.00833450614959529,0.008334715683418285,128
129,0.0007145848271304559,0.0007143471881402893,0.0007142867124994654,0.38923670408390076,0.2679628976517297,0.10228434335969296,0.0007143294832681284,0.2362294234507575,0.0007145626859520494,0.0007145205569287898,129
130,0.46340523740342965,0.003705022610608092,0.0037037134361935903,0.0037043296356803345,0.0037041125904404607,0.0037047433660672554,0.19431762352190785,0.3163463161400226,0.003704176549551502,0.0037047247460987123,130
131,0.001887041883492395,0.0018869157713527485,0.0018867924652430168,0.0018873790950009624,0.0018876216432230847,0.06159555250327017,0.001886856772575443,0.4704577839873924,0.45473686397038593,0.0018871919080638163,131
132,0.7936319922882656,0.005002598432859496,0.005000295730605913,0.0050007926746585205,0.005000678952578256,0.06673296210075697,0.005001666684896357,0.10462520960643083,0.005001956689810845,0.005001846839137244,132
133,0.000308668587475612,0.000308663122830417,0.0003086420565503845,0.0003086751478539675,0.9972219247657326,0.0003086756647920623,0.0003086515550031286,0.00030871070172144697,0.00030870025247703317,0.00030868814556322537,133
134,0.003847134896400207,0.08667876408035519,0.0038461540016102194,0.0038471303872666474,0.003847482338799499,0.0038462500523723567,0.0038462240534272918,0.7135073884069858,0.0038467654028171254,0.1728867063799656,134
135,0.02500280198665915,0.025000188302432384,0.02500001583657071,0.7749774876727256,0.02500858174505331,0.02500201681851909,0.025001077793806645,0.025005793893465342,0.025001975479623684,0.025000060471143996,135
136,0.0016130857586237565,0.001612991428960312,0.0016129032281087432,0.8548791472987336,0.13221638064733923,0.0016131420545886159,0.0016129152230940954,0.0016131636028350817,0.0016132494260518596,0.0016130213316647832,136
137,0.9181757232299423,0.00909095134229473,0.009090942326361855,0.00909285746081383,0.00909229021919057,0.009091549209704054,0.009091030029213371,0.009091686107447242,0.0090912664618916,0.009091703613140498,137
138,0.4761298564098648,0.0026319823605132435,0.0026320164724308527,0.0026331634359946206,0.0026324195040001346,0.002632395390154736,0.0026324595674159326,0.0026319312245139783,0.002632236477943168,0.5028115391571686,138
139,0.002222420164205642,0.0022222843224225784,0.002222222225782684,0.0022230586523457603,0.9799983966601267,0.0022223375791449607,0.00222226966358363,0.0022223639110913705,0.0022223475055370375,0.002222299315759731,139
140,0.0012502413393941517,0.25394014102601115,0.0012500113308076773,0.0012503884898087596,0.001250415786865797,0.0012501606949994219,0.0012500861473295742,0.6046818163297899,0.13262662927801394,0.0012501095769795571,140
141,9.042257047416978e-05,9.041813124299525e-05,9.041745311507205e-05,9.042372396901561e-05,9.0417871876679e-05,0.8844894861080775,0.11478714165739519,9.041963748512203e-05,9.042209602400195e-05,9.043075034012438e-05,141
