,topic_0,topic_1,topic_2,topic_3,topic_4,index
62,0.7660417974542145,0.01118032244097748,0.011118498989764889,0.20041787280744136,0.011241508307601757,62
63,0.009825550611494477,0.009604806655160579,0.009525135422317841,0.7919438179270091,0.17910068938401802,63
64,0.18280021223336587,0.006847324286933965,0.006667406790320914,0.5267067465032618,0.2769783101861175,64
65,0.0035576358511150825,0.0035199515377532897,0.00350883283771826,0.13706430080979048,0.8523492789636228,65
66,0.469295704453782,0.1590031362309307,0.105715764249547,0.2633568343633142,0.0026285607024261626,66
67,0.007086799946582404,0.16320559707487323,0.006909872763216906,0.007194105455074738,0.8156036247602527,67
68,0.0011202846445912097,0.0011147394718422216,0.001111998106596488,0.020283311147086584,0.9763696666298834,68
69,0.5027818855780739,0.0054331415610003805,0.14711866352984967,0.33920356607523316,0.0054627432558428625,69
70,0.00013594617373967002,0.00013484281332462318,0.00013459984231814417,0.00013653837515999756,0.9994580727954575,70
71,0.004226157298349566,0.00419516769262089,0.004170077415400974,0.004279121178883523,0.983129476414745,71
72,0.20965339335940195,0.0027241858869063618,0.002706109928273844,0.7821703502147653,0.002745960610652497,72
73,0.011309699384424034,0.011160619990204722,0.01112380200096611,0.9550473259480233,0.011358552676381804,73
74,0.9887177474585972,0.0028260594430312654,0.002813128794387445,0.0028122401302907523,0.002830824173693405,74
75,0.3008782432037108,0.005568327959524457,0.005562547925941403,0.6823186986755827,0.005672182235240553,75
76,0.2991305421426202,0.243657959549012,0.002597579335317828,0.0027071896509315557,0.45190672932211845,76
77,0.002102178762008093,0.0020594324634747993,0.0020426635887958134,0.9065336032807827,0.08726212190493873,77
78,0.9719873685930116,0.006964658694008916,0.006903453401102277,0.006943744208113461,0.007200775103763745,78
79,0.9918351641929841,0.0020260394452351186,0.002021154475546239,0.00205865867971039,0.002058983206524169,79
80,0.0009184408016424595,0.0009151477787402469,0.0009092326647401672,0.0009215833795962765,0.9963355953752809,80
81,0.004301687558575272,0.0042902805930528165,0.004255428400894124,0.0043411445416477,0.9828114589058301,81
82,0.6937678764891536,0.05039677420300838,0.0005842456957378743,0.11257880659142658,0.14267229702067338,82
83,0.5001050335589406,0.004630898485041371,0.004571383785620052,0.485990064136052,0.004702620034345931,83
84,0.004348280915549578,0.004183371227861693,0.004169263229343378,0.9830230442847345,0.004276040342510744,84
85,0.9591414921284627,0.010052456865150284,0.010000349228733484,0.010525447740109344,0.010280254037544382,85
86,0.7438045845406219,0.0018610713145093632,0.0018456038527184194,0.19420984078392112,0.05827889950822921,86
87,0.6251958223415297,0.001829780662277302,0.001819386511807038,0.0018669593630931609,0.3692880511212928,87
88,0.012754649891901,0.012529923325528965,0.012500190770615777,0.9494889929474197,0.012726243064534565,88
89,0.9376718582410082,0.015541267556668108,0.01538542895190279,0.015594547896427094,0.01580689735399377,89
90,0.609361590752303,0.00416974680040447,0.0041008937420673125,0.37820717627333444,0.00416059243189068,90
91,0.002169257024047454,0.0021670208608841122,0.0021317005858290986,0.0021449819293087448,0.9913870395999307,91
92,0.9816130058647886,0.004562388252954335,0.004545888340478542,0.004657839000237033,0.004620878541541314,92
93,0.9270013589527638,0.0011664147892830007,0.0011632350953605464,0.06946938444021321,0.0011996067223794002,93
94,0.3276922245922082,0.00922759176155349,0.009093026260948744,0.6447868807146445,0.009200276670645156,94
95,0.013531245773737408,0.0134745445622661,0.013334487152351046,0.6580616025391945,0.301598119972451,95
96,0.0007954091875873287,0.11312133909979531,0.0007739702903572848,0.42374296207012013,0.46156631935213993,96
97,0.9821450575351723,0.004591993773709371,0.004347973807884387,0.004459094416267766,0.004455880466966209,97
98,0.007214869555044666,0.007150652334832125,0.007144801065189787,0.00720119984612224,0.9712884771988112,98
99,0.9816067209495755,0.00459563594089028,0.0045495683958448,0.004618100526838496,0.004629974186851,99
100,0.9925813249141792,0.0018492719305461237,0.0018489342765489738,0.001872376331316215,0.0018480925474096963,100
101,0.5411383120890738,0.08697830443627548,0.004287042762903611,0.09997902555598047,0.26761731515576664,101
102,0.32390276905151605,0.0014547571934469467,0.0014533672909317545,0.6717177299468372,0.0014713765172680443,102
103,0.550117112849984,0.033881491994879824,0.03333397876176461,0.34823771992394303,0.03442969646942876,103
104,0.003679504853725573,0.0036398759575487836,0.003636463386750438,0.0036743362924438537,0.9853698195095313,104
105,0.765532976184087,0.0011483430806978477,0.0011444891895607766,0.02809161265401275,0.20408257889164166,105
106,0.9735929783525658,0.0065754777482212035,0.006490855700280975,0.006681315929736413,0.0066593722691957475,106
107,0.31074747684548315,0.0031409268351630984,0.0031267116901539703,0.6797773672561129,0.003207517373086806,107
108,0.945944468217214,0.013381656731331881,0.013333459180985522,0.01385721039782057,0.01348320547264801,108
109,0.0076697667112436,0.007483255975822931,0.007456858448111548,0.9699034667232473,0.007486652141574493,109
110,0.00962712823711806,0.009589103407572243,0.00952407941617952,0.009679303086799618,0.9615803858523305,110
111,0.7932184624907064,0.003288143889992966,0.0032396937341846164,0.1969660277540568,0.003287672131059256,111
112,0.9832326540777305,0.004175000313955555,0.00416686150488722,0.004210474904302759,0.004215009199123834,112
113,0.3220246932978354,0.01666937374282678,0.01666723692277586,0.6274405363966588,0.017198159639903194,113
114,0.010373101136202344,0.07820861240639952,0.01000102922804794,0.010243597146273051,0.8911736600830772,114
115,0.004788483328998749,0.004765523040729066,0.00476192959772956,0.0047907086683970715,0.9808933553641456,115
116,0.016994601008135338,0.016860989746854734,0.016666861601304466,0.01701449724048635,0.9324630504032191,116
117,0.21219257087599092,0.3779532937330521,0.008000147380317629,0.008090329852794063,0.3937636581578454,117
118,0.9637966551174336,0.004780150165620938,0.02165578612352374,0.004839724691334048,0.004927683902087731,118
119,0.01574648674740718,0.016223241221483244,0.015384757909886294,0.6109576281058182,0.34168788601540495,119
120,0.07069845080906251,0.0012862733636783597,0.0012820860965517486,0.0013024382237293193,0.9254307515069782,120
121,0.0015042800311700127,0.0014789865535166035,0.0014721982053145133,0.6588104703726493,0.3367340648373497,121
122,0.8488613452071159,0.008049918257552871,0.008036139289012612,0.008312933400614866,0.1267396638457038,122
123,0.07725560885176116,0.0027330311880412166,0.0026911085804563173,0.0027396235582547797,0.9145806278214864,123
124,0.004839882227621551,0.004783677899314128,0.12433348840581013,0.004921836651550872,0.8611211148157033,124
125,0.01578906493315969,0.01694279316417994,0.0153847224971263,0.9360017733671269,0.01588164603840731,125
126,0.040242342968656135,0.04001376476056483,0.040000372055758224,0.04035736578334345,0.8393861544316774,126
127,0.0013435091442783268,0.001321499139935707,0.0013084219151952357,0.00133835045758504,0.9946882193430058,127
128,0.016791303917171988,0.01689822170160109,0.016736730072233908,0.9325812816794525,0.016992462629540298,128
129,0.0014785195123980246,0.0014329892502704773,0.0014289998217888904,0.38547877495360167,0.6101807164619409,129
130,0.5503806456411077,0.0074428856843224015,0.12380681130425475,0.31086937519850727,0.007500282171808,130
131,0.0038434358995699603,0.0038320995387410607,0.003773913165793766,0.6445567066924006,0.3439938447034947,131
132,0.959532559909028,0.010115193323126003,0.010031552069761435,0.010210735204787918,0.010109959493296806,132
133,0.0006219564961369769,0.000620559791995235,0.0006176288054326006,0.0006246748085540418,0.9975151800978811,133
134,0.17567164771598626,0.34743035581320025,0.007692781500288522,0.007884071799749993,0.46132114317077505,134
135,0.050499780678529956,0.05022239657312279,0.05000432671168382,0.7977400420496473,0.05153345398701609,135
136,0.0032629361330541737,0.003232152943900337,0.0032263419158510167,0.6894018888809599,0.30087668012623453,136
137,0.9267062647908761,0.01819019523549114,0.018192921372038564,0.018413212205928134,0.018497406395665883,137
138,0.6732616099162981,0.005465279731900892,0.005395758861203381,0.3103438890738854,0.005533462416712111,138
139,0.004480999002840103,0.004448043784518264,0.004444530267754796,0.004531868280152253,0.9820945586647346,139
140,0.03652166140421495,0.2639137960381208,0.0025028865876615203,0.19740041624099375,0.499661239729009,140
141,0.00018288793420035738,0.00018192117621124046,0.00018362630058019782,0.9992702848531261,0.00018127973588223908,141
142,0.6711203284854681,0.20810724341426315,0.04003142564043416,0.040566100993723334,0.040174901466111204,142
143,0.002667570517290457,0.0026403196316119207,0.0026324577816902095,0.5797515984541589,0.4123080536152484,143
144,1.843831076157496e-05,1.8537557687556182e-05,0.9999261757688435,1.8430016229134544e-05,1.8418346478313422e-05,144
145,0.001098811167826725,0.001094843343562369,0.001058263597389007,0.0010829499436593925,0.9956651319475625,145
146,0.5522057374806955,0.17273460143769387,0.011118294862300603,0.25273995107287217,0.011201415146437976,146
147,0.0011349934084815896,0.0011300156430019697,0.0011242796297666784,0.001149156206614215,0.9954615551121356,147
148,0.009594344870094513,0.009613678472541933,0.009524220916749248,0.009723921427258489,0.9615438343133559,148
149,0.018405397494459217,0.018639600095337227,0.018182136973343452,0.4305715262903734,0.5142013391464867,149
150,0.9700210425971024,0.007462430971423058,0.007407655605133986,0.007503407261874618,0.007605463564465906,150
151,0.20950547201596015,0.6519890970163885,0.005883841904642293,0.006052527194846455,0.12656906186816255,151
152,0.0025180920599577428,0.0024982508988533425,0.002469212376550672,0.0025308203320773873,0.9899836243325608,152
153,0.2648095592237614,0.252913747227823,0.00027024710003850194,0.4817327459850528,0.00027370046332420917,153
154,0.7609410124551736,0.0025178649945254246,0.0025009771131720084,0.0025550028506254145,0.23148514258650355,154
155,0.01582461739112895,0.01588068012351597,0.015415344304975166,0.7244302597327233,0.22844909844765662,156
156,0.0009829773415008995,0.0009777319143601858,0.0009737940327488854,0.0009903727166531845,0.9960751239947369,157
157,0.4644090554009347,0.005887838803949246,0.005882601833749521,0.005954373979176411,0.51786612998219,158
158,0.08359102524344468,0.0021190931917288353,0.0020639829131585603,0.002102496655033083,0.9101234019966349,159
159,0.00752447386534673,0.007424037885855397,0.007413476961121705,0.007609876580343779,0.9700281347073324,160
160,0.008068282616960621,0.008014720746313883,0.008000352474096868,0.008085097648981372,0.9678315465136473,161
161,0.8039669831413138,0.004019659003778896,0.004000716871647806,0.1839190426306283,0.004093598352631289,162
162,0.03870064961845227,0.002063136703441512,0.002046502207654291,0.04309171220145178,0.9140979992690001,163
163,0.5558681229041618,0.3577503581114253,0.028571786447845134,0.02905812723075762,0.028751605305810255,165
164,0.0057139186670309055,0.005570254642189405,0.005559199155392929,0.9774853492293019,0.005671278306084852,166
165,0.30775426432439285,0.02907930456061276,0.02857169283954487,0.6050987757372723,0.029495962538177153,167
166,0.4527962844653623,0.0021506025027704296,0.0021315972124606106,0.002193486599021794,0.540728029220385,168
167,0.22261447793806222,0.00837456405230838,0.008507313546237827,0.7521216137703159,0.008382030693075616,169
168,0.0020271976648948606,0.0020193270907515985,0.0020111843760367747,0.002042682312862816,0.9918996085554539,170
169,0.017107406974543164,0.016684290981222077,0.016667325991331,0.016947044592252974,0.9325939314606508,172
170,0.502243054952543,0.010089499609616866,0.010000602148861061,0.46761066510663213,0.010056178182346833,173
171,0.0224064777744574,0.022290660865896973,0.02222254148066682,0.9102793167476969,0.022801003131281774,174
172,0.901431931836862,0.007734274236695041,0.007694422265750065,0.07524430033565661,0.00789507132503637,175
173,0.3099276254368063,0.03375487443650517,0.03334185263981143,0.03369068139761182,0.5892849660892653,176
174,0.5129189516418324,0.004707257186933776,0.005096174634988243,0.004589644287453334,0.47268797224879217,177
175,0.6321426123733607,0.003312098827519892,0.0032968006679372852,0.003349262899306383,0.35789922523187573,178
176,0.007066704589163366,0.006972473172967345,0.006898486581205166,0.9720653844779933,0.006996951178670743,179
177,0.0024209651228791957,0.0024003612263730563,0.002388430164705913,0.00243287070785832,0.9903573727781835,180
178,0.007230596340665643,0.007209160747680461,0.0071435639991132656,0.6226051956086817,0.35581148330385887,181
179,0.1833937446344817,0.0009276753787112802,0.0009194899871215039,0.22633009973466464,0.5884289902650209,182
180,0.0025968551106487626,0.0025470808385086537,0.0025319146617291005,0.43548050410734157,0.556843645281772,183
181,0.6387895716383678,0.0007735561044393189,0.0007696135048255398,0.3588798769100522,0.0007873818423151206,184
182,0.9797649739771201,0.005106874889809955,0.005003512880366646,0.005055736221852852,0.005068902030850425,185
183,0.42564636246205617,0.018194979229852443,0.018182928024226767,0.018851717598404195,0.5191240126854604,186
184,0.3482667800115169,0.009122958563448746,0.009097977949818535,0.6241164528105695,0.009395830664646394,187
185,0.47268283731757865,0.005060426357680632,0.005030983496256594,0.4839913373590046,0.033234415469479466,188
186,0.4982915769396638,0.0019598085863402064,0.0019814938555396166,0.001994196884618628,0.49577292373383774,189
187,0.961586034128298,0.009534835027144356,0.009523827560942931,0.00967935132477334,0.009675951958841536,190
188,0.9633425431857614,0.009104495904369288,0.009091210196268792,0.009226221150627795,0.009235529562972654,191
189,0.4259866623971987,0.3846556025502144,0.0037163006218704753,0.00379886063646081,0.18184257379425567,192
190,0.005327053241055644,0.08029815470403717,0.00526635298522131,0.005365897193441735,0.903742541876244,193
191,0.5774000105998623,0.016695736058738378,0.016679538259419806,0.01671289551261922,0.3725118195693602,194
192,0.779415380328504,0.21291552386826354,0.0025353723141578496,0.0025721530851186823,0.0025615704039558727,195
193,0.14478513077769262,0.24888588065635503,0.0012680587862471178,0.603771585071744,0.001289344707961197,196
194,0.004032087943732408,0.004004142301932948,0.004000042189516692,0.0040479196273898,0.983915807937428,197
195,0.0049711011179361725,0.03933760090504363,0.004878556150263382,0.0050347770764899,0.945777964750267,198
196,0.49812654327371186,0.01434993814184487,0.014287366435069743,0.45871778727646767,0.014518364872905871,199
197,0.015642702676051702,0.015588652732628328,0.015384729030485652,0.3200957785615829,0.6332881369992513,200
198,0.1016520719853125,0.006948873144877537,0.006904815798104095,0.8774424959240125,0.007051743147693401,201
199,0.007826520529089252,0.0077982668724261755,0.0077016474932016825,0.007944809904650393,0.9687287552006325,202
200,0.0006638490521146434,0.0006566076786555587,0.0006552668659163678,0.0006680427527284507,0.997356233650585,203
201,0.09510247510408727,0.5118003958880168,0.003571756071022218,0.003641560898514547,0.3858838120383591,204
202,0.9855575880378487,0.0035823299921867576,0.0035721896985791775,0.003637194509534078,0.0036506977618514383,206
203,0.012926197152990523,0.01284187338834675,0.012715059622129458,0.948778980174039,0.012737889662494293,207
204,0.0010501994322871789,0.0010321811409869715,0.0010262812702563169,0.8603112005598113,0.13658013759665827,208
205,0.0013250145192367816,0.0013318384622839658,0.0012906509444485766,0.19767367770299085,0.7983788183710399,209
206,0.0007414624807978871,0.000735363897821007,0.0007326275421154912,0.0007425878146574635,0.9970479582646081,210
207,0.9710871208304387,0.007150896598686295,0.007145353049828921,0.007236561364337018,0.007380068156709087,211
208,0.017684035200021774,0.0014698243628024153,0.00146033568200133,0.0014968962059744935,0.9778889085492001,212
209,0.6162209469856555,0.002911455880426471,0.002900315334084506,0.0030136993812422855,0.3749535824185912,213
210,0.981837694826084,0.0021598930813279014,0.011547337530608983,0.002230135001578382,0.00222493956040085,214
211,0.006329204617877101,0.005907053852195034,0.005882719340701426,0.005966950936788648,0.9759140712524378,215
212,0.23042908624645486,0.006417043993666239,0.12846115710396233,0.6284773481152769,0.006215364540639619,216
213,0.5769028138965439,0.002829347537209549,0.002817306665283401,0.0028762289824712573,0.41457430291849184,217
214,0.016938774863091498,0.016813153886884015,0.016666807481395953,0.01686401460338728,0.9327172491652413,218
215,0.004811181701516656,0.0048187167892083365,0.09775112499357597,0.004838563564471559,0.8877804129512273,219
216,0.6427535879872629,0.028572010853705376,0.028571471780900543,0.02908872528025326,0.27101420409787796,220
217,0.0014378183777493826,0.001420256811606047,0.0014184573481971087,0.0014361788489731231,0.9942872886134743,221
218,0.05000263599587788,0.050007368586807405,0.05000719573567921,0.05167169067047436,0.7983111090111612,222
219,0.04034426541139418,0.04003026440544789,0.040000085287222396,0.04059782627868565,0.8390275586172499,223
220,0.008308226599807038,0.00808014837405061,0.008000147659756495,0.6905891973107171,0.2850222800556688,224
221,0.001802230130474214,0.0017909166542833047,0.001771777833416848,0.001809535424129721,0.9928255399576958,225
222,0.0015584582084570728,0.17775008550591023,0.0015405011754126238,0.0015676216477681052,0.817583333462452,226
223,0.002422897329157136,0.0023849950140378,0.00238137126654368,0.0024267025280301467,0.9903840338622312,227
224,0.001148844174223294,0.0011418328761925857,0.0011269534468731238,0.05995175640381058,0.9366306130989004,228
225,0.004176464380460191,0.0040488921592535376,0.004007565522641289,0.5117892931416689,0.475977784795976,229
226,0.00214603150811734,0.0021484016105037754,0.0020956903436919827,0.24238099962716775,0.7512288769105192,230
227,0.49889808997450275,0.004363930306156031,0.004348678195906122,0.13983724035223644,0.3525520611711987,231
228,0.9314533802215601,0.017603811664851473,0.016671855502005433,0.01699802443370647,0.017272928177876703,232
229,0.0039086358017286936,0.003862288695382294,0.003858323248407263,0.815086158004276,0.17328459425020584,233
230,0.9575139810050352,0.01059223172785535,0.01053265133803243,0.010695484283930448,0.010665651645146669,234
231,0.9633563831543634,0.009101349097049799,0.009091442544665668,0.00923437500132603,0.009216450202595088,235
232,0.11234101690040814,0.21391653490981993,0.006695881895315824,0.33190249164810753,0.33514407464634854,236
233,0.016953625738850526,0.1050882521893882,0.016668546024861293,0.5137558037494411,0.34753377229745885,237
234,0.0666677163754785,0.06666967407376977,0.06666958936205138,0.7333130739410895,0.06667994624761091,238
235,0.9739479900346598,0.006514919382088384,0.006451805796081108,0.006534416776451257,0.006550868010719433,239
236,0.29773737430662733,0.0038858709866511783,0.02334814663081492,0.0039145623718758946,0.6711140457040308,240
237,0.008082421037275533,0.008026545470995378,0.008000348039771916,0.008089775676573164,0.967800909775384,241
238,0.9460652276168319,0.013524994082515741,0.013372235885388677,0.013486504653941835,0.01355103776132194,242
239,0.7831985155188074,0.004888998157601312,0.004879000766315312,0.14065054450748005,0.0663829410497959,243
240,0.3622644963805857,0.10082289392825286,0.0024098336498679734,0.002471121284491912,0.5320316547568015,245
241,0.16849512724134896,0.09286696196777226,0.0030310582301404025,0.003079463852607568,0.7325273887081308,246
242,0.0022623052938403896,0.0022382334961897794,0.002197980943062918,0.002224502396425519,0.9910769778704814,247
243,0.05737804073244474,0.0017086015110536088,0.0016956967610264912,0.0017342833448443027,0.937483377650631,248
244,0.984140156869541,0.003945175061004766,0.003923647782760064,0.004029394553272261,0.0039616257334218535,249
245,0.7306520384584226,0.011799474575003898,0.011765668365943066,0.011890859791820823,0.2338919588088095,250
246,0.6548659496311279,0.006974944198720316,0.006896846791416247,0.15162526337723248,0.17963699600150304,251
247,0.2,0.2,0.2,0.2,0.2,252
248,0.001058642644062097,0.0010582727558038584,0.0010491450580208462,0.10772418595682424,0.889109753585289,253
249,0.006763879265014157,0.0064947038257361705,0.00645437012328254,0.00661084098643503,0.9736762057995321,254
250,0.9870747309996506,0.00319361088844253,0.003175430559215444,0.003290438409151668,0.0032657891435398686,255
251,0.007012073800657268,0.006933203116696252,0.006901804418913269,0.9720975159603651,0.007055402703368079,256
252,0.022888429364031328,0.5060216495825312,0.022316079358496294,0.022711790607663547,0.4260620510872776,257
253,0.011818247533295896,0.01184555817810667,0.01183716918038244,0.9526213541186973,0.01187767098951765,258
254,0.9433284847865874,0.0009318436927515825,0.0009294368458046138,0.053853137952764876,0.0009570967220914916,259
255,0.002387518520370604,0.0023444625022468056,0.0023258368725934953,0.002366625656217285,0.9905755564485718,260
256,0.002252340984797885,0.0022486975923772744,0.002224759400683005,0.0022911593394582086,0.9909830426826836,261
257,0.0018582763927329365,0.0018410551448427256,0.0018022859535821577,0.37660460040712185,0.6178937821017202,262
258,0.004124776713453294,0.004108731389140373,0.00408216140113946,0.9834467427553435,0.004237587740923551,263
259,0.24824706814154765,0.0031557131254295106,0.002985369160384846,0.07766066397229646,0.6679511856003416,264
260,0.05073826186233145,0.05035784275065007,0.0503072053821162,0.7960761063330543,0.05252058367184806,265
261,0.003471453556337002,0.003471766014334077,0.003450896741134071,0.9860809375942998,0.003524946093895042,266
262,0.0009434197832615278,0.06398902007668125,0.0009377614020844869,0.16127948867426092,0.7728503100637117,267
263,0.011881870247750625,0.011812502653520877,0.011764815163754409,0.9526000656431187,0.011940746291855337,268
264,0.9192061543041273,0.020279091904059215,0.020003252297110002,0.02034832343439813,0.02016317806030516,269
265,0.9755252690647167,0.006093490841880078,0.006061949485312201,0.006171083653609379,0.006148206954481575,270
266,0.9597229130569467,0.010022196952261532,0.010000196847995007,0.010109947944171308,0.010144745198625568,271
267,0.0019169042826713506,0.001877297260261423,0.0018569942166017602,0.0018982200233543707,0.9924505842171112,272
268,0.9376711883031381,0.015416992414817216,0.015432089538407924,0.01585888723526363,0.015620842508373037,273
269,0.011186006898766606,0.011137093926844411,0.011111422137945456,0.6452014436899092,0.32136403334653435,274
270,0.9858509547920236,0.003608765526665796,0.0034514455455469033,0.0035239730897894937,0.003564861045974214,275
271,0.9527682833420139,0.011779713301437641,0.011764861011463706,0.011873494191173702,0.011813648153910996,277
272,0.27636558095102015,0.02840265648833344,0.004555064908394392,0.5127829823304461,0.1778937153218059,278
273,0.6062890467689468,0.051957830696193,0.0022495985664770695,0.0022864714707984853,0.33721705249758466,279
274,0.9674576293783744,0.008390597159212455,0.008001738965154855,0.008106574018608113,0.008043460478650144,280
275,0.9615540527960688,0.009587936813094286,0.009524188821684815,0.009679438306393883,0.009654383262758179,281
276,0.0052434905574490365,0.2401123598888918,0.00512847826673794,0.21977755258283863,0.5297381187040827,282
277,0.006856416222205284,0.006680500829337952,0.006668944260370752,0.37657481116050484,0.6032193275275811,283
278,0.791630063194086,0.005742284904304697,0.00571505933896247,0.19103535967406834,0.005877232888578295,284
279,0.5969227775456393,0.10004358173121777,0.10000007910647535,0.10150199979803695,0.10153156181863056,285
280,0.014559292544131115,0.014290553229566487,0.01428840815258796,0.014515922849624349,0.94234582322409,286
