,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,index
27,0.015919038114052077,0.015938367387334014,0.015874865842277583,0.015971650620688393,0.015965248369896635,0.7587351799319036,0.16159564973384766,27
28,0.0010684334890516854,0.0010669089982496243,0.0010661002991114474,0.025127000007525928,0.9695335789112902,0.0010677472436069512,0.0010702310511642083,28
29,0.0034064969543254556,0.00340200773110014,0.0034013703561596308,0.6790094939290683,0.3039708906626325,0.0034052434946474923,0.0034044968720666085,29
30,0.23174087167257357,0.0021047426007550487,0.0021008418725159596,0.7577371300095633,0.0021108548290309985,0.0021024587333408193,0.0021031002822202867,30
31,0.0015733710600387136,0.0015716387846595166,0.001570132786344405,0.5685981972970852,0.3655226818293512,0.001573626088844706,0.059590352153676224,31
32,0.009543374354094943,0.009526871171248256,0.00952382749174448,0.009582499411857999,0.9427557563483037,0.009527389207441162,0.009540282015309489,32
33,0.001364973624107976,0.0013655536999967464,0.0013605928750047456,0.2477052444056074,0.001367900613816373,0.0013615795686155343,0.7454741552128512,33
34,0.01100100933540413,0.010996517497718081,0.010989111385873952,0.011027006754672278,0.39878449728869336,0.09012566325701876,0.4670761944806195,34
35,0.005499619996612432,0.0054948744955931215,0.005494514336518451,0.9669915648317713,0.0055131692086326815,0.005509976526452483,0.005496280604419611,35
36,0.00298599966801632,0.00299285106235833,0.0029833205840098455,0.39497133500952336,0.5611918003314627,0.03189557880295082,0.0029791145416786843,36
37,0.0007497847139311512,0.09003814950772017,0.0007479662244976599,0.0007500372113460091,0.9062158244151519,0.0007488501036848908,0.0007493878236681615,37
38,0.1682559178414733,0.004086138388863663,0.0040816623951666405,0.0040964836006371925,0.8112673714517865,0.004117611454676779,0.0040948148673958995,38
39,0.07173223547098038,0.0004946136799350447,0.0004932954960909503,0.3953239425172123,0.5309671301299203,0.000494522114516164,0.0004942605913451855,39
40,0.0015066685127377907,0.0015056941080403537,0.0015041618601230086,0.5098595404306883,0.48260621712480706,0.001512066499199952,0.0015056514644037529,40
41,0.5872693809863077,0.0071485445559042555,0.007144491005918516,0.16877161179801922,0.0071688710266517575,0.21534488285881478,0.007152217768383835,41
42,0.5584545477042532,0.020419193811534127,0.02040818575414648,0.020427450273911758,0.020444178098627627,0.33932823692418734,0.02051820743333939,42
43,0.0009478479349589839,0.00094659011474339,0.0009461622758763267,0.41923194763528415,0.0009497230367486873,0.5760292019820522,0.0009485270203362572,43
44,0.0014603514606701513,0.0014587380314338538,0.0014577331248185315,0.7843993706126304,0.0014638977884153764,0.20830174097974108,0.0014581680022905542,44
45,0.0071650084018577915,0.007147879195216054,0.007142955745449668,0.41410366921063313,0.5501291513159947,0.007155862935609468,0.007155473195239187,45
46,0.921969821275367,0.013005595754429635,0.012988208570756507,0.013008236482118407,0.012993137927926278,0.01302401249333581,0.013010987496066474,46
47,0.0029205286021508955,0.002917655542151094,0.02330713701196763,0.5307013380627975,0.1736765128911157,0.2176326564755442,0.048844171414273135,47
48,0.007173912113092723,0.12151194878315355,0.007168690163608116,0.5638712684515356,0.2859681304057687,0.00716114788892938,0.007144902193912043,48
49,0.11268381864982246,0.003991307338773,0.003978348806468893,0.254346524702903,0.6170381804993357,0.003986867232281438,0.003974952770415419,49
50,0.8069261827019077,0.0015909328938452515,0.0015873238834253698,0.18512537430125314,0.001591632919111191,0.001589666308332908,0.0015888869921242702,50
51,0.0019354263943480846,0.001938738276916019,0.0019344714266399943,0.0019341093783353568,0.9595894642956406,0.0019323415291929936,0.03073544869892694,51
52,0.9570189952111299,0.007150576141394056,0.007201544977920745,0.007163384427904109,0.007160250738372733,0.007147940608591618,0.007157307894686945,52
53,0.0039945425114112565,0.003980295048178307,0.003968277367150573,0.003983932683536677,0.976133751320858,0.003969161310339947,0.003970039758525379,53
54,0.017474942238321908,0.0006537090244106435,0.0006523392335109948,0.0006539097027371533,0.8194938149877145,0.0006543575997036235,0.16041692721360115,54
55,0.3239046165414957,0.12037273157253865,0.002421311309293555,0.0024286278973434986,0.5460264991322282,0.002422602537488605,0.0024236110096117133,55
56,0.0225252282674877,0.0008618472432452275,0.0008606342681589385,0.9731596217598142,0.0008635783940935553,0.0008674732723269163,0.0008616167948734953,56
57,0.015954416004986437,0.015873051505014803,0.01587303643091669,0.5110251615565036,0.015955427849342257,0.015904584370553473,0.40941432228268276,57
58,0.9754850272560275,0.004082646514546678,0.004081644144338684,0.004091841822512699,0.00409252132836674,0.004083635005216163,0.004082683928991442,58
59,0.035169707027277584,0.6798636530659882,0.00013084500624070518,0.18395810013478345,0.00013127799290346437,0.0015031442901338714,0.09924327248267269,59
60,0.6810855497494472,0.011914993502739979,0.011904765015928543,0.012053731947516405,0.2591969395260918,0.011923070325225594,0.011920949933050515,60
61,0.9884006359498243,0.0019330802381184258,0.0019305031132958058,0.0019357632458950873,0.001937264532572812,0.0019317824776548804,0.0019309704426386917,61
62,0.6452408530337166,0.007944475272795098,0.007937319313304825,0.3150287540766909,0.007949536853355319,0.007954591565584814,0.007944469884552554,62
63,0.006848867073105044,0.006813089790751613,0.006802828016774284,0.5011323821158576,0.006835003826525277,0.006826079503784369,0.46474174967320175,63
64,0.14560495302661566,0.004774868408250848,0.004761923183728892,0.47604731340448764,0.2588923192575791,0.10511785869148928,0.004800764027848507,64
65,0.0025111384649679825,0.0025067024857572664,0.0025062669123892293,0.3453422698891439,0.6421007311913615,0.002506832296642592,0.0025260587597374586,65
66,0.3587664214903295,0.17218612035691677,0.0852882913047371,0.12084075441027055,0.0018597053097184823,0.2591993425633847,0.0018593645646429841,66
67,0.004949275947680617,0.18580299744108683,0.004926182079335999,0.004955473539741543,0.7894650986377987,0.004953698427409921,0.004947273926946332,67
68,0.0007909948074681545,0.0007914425738335234,0.0007894573977064628,0.0633161303067452,0.7996537528088236,0.000792015147724374,0.13386620695769855,68
69,0.6063301686476247,0.003866206609729531,0.1502363082248862,0.17890186900543273,0.0038678607254503897,0.0038777953902110517,0.05291979139666553,69
70,9.559684954562104e-05,9.542162843050737e-05,9.531261059777072e-05,9.555194580146897e-05,0.688768314095138,9.555468671317744e-05,0.3107542481837734,70
71,0.00298234321284919,0.002978664716994091,0.0029765406506202727,0.1864860647685147,0.7986213174354756,0.0029774727511519823,0.002977596464394317,71
72,0.20213771271317707,0.0019394791944295645,0.001931375325322225,0.627693607783183,0.1624113675622028,0.0019433011286581476,0.0019431562930272196,72
73,0.007955827156906398,0.007941695972515572,0.007936509408419421,0.9523073213576714,0.007952115388996284,0.007957791886882561,0.007948738828608134,73
74,0.9070930958609253,0.0019920193597758344,0.0829602052577867,0.0019922367763086377,0.001992754905306023,0.0019847916697449583,0.0019848961701524346,74
75,0.2253643600992616,0.003969885082160152,0.003969994580652935,0.7547594414293859,0.003979043033791891,0.003979291444920088,0.003977984329827333,75
76,0.15381281600485086,0.3054656336034302,0.001855290233777069,0.24248422076865225,0.2926683094428122,0.0018565456458399677,0.0018571843006374186,76
77,0.0014662968062037656,0.0014601460967759805,0.0014578220018311382,0.832925632777938,0.07570877337687786,0.08551964194796845,0.0014616869924048215,77
78,0.8537298479463471,0.004934102976348916,0.0049263190560623,0.004936197643073675,0.1216115779653419,0.00493406183856403,0.004927892574261988,78
79,0.991325828063971,0.0014437400832350877,0.0014430319863090466,0.001448154583491542,0.0014477340590112672,0.0014470098633394286,0.0014445013606428077,79
80,0.0006506129754669416,0.0006500000940273165,0.0006493524894638331,0.0006508504930563457,0.9960976768531367,0.0006501788113853751,0.0006513282834634806,80
81,0.003044760009413873,0.003041761234421554,0.0030395158862760335,0.0030530418675336203,0.9817351150965048,0.003041761973201953,0.0030440439326481264,81
82,0.494613192601189,0.056094527474971075,0.04622930356654162,0.00041840142123992553,0.18240039385263668,0.2198257910479141,0.0004183900355076199,82
83,0.4517696985763274,0.0032558620974235558,0.00324728060949357,0.3959908786444081,0.0032648881282021382,0.13921261363937892,0.0032587783047663497,83
84,0.002987044097702177,0.0029770487066481037,0.002976262660874458,0.9603546774586089,0.002984040020472411,0.024734150487970525,0.002986776567723469,84
85,0.4719397469424794,0.007151094232910583,0.007142866289501347,0.37505044160321016,0.007184796389680972,0.007149658130792729,0.12438139641142462,85
86,0.4775728575984207,0.0013132806541335848,0.001310741529396304,0.5158627278237105,0.0013156098859255776,0.0013121443488143818,0.001312638159599003,86
87,0.5913510858177378,0.0013017197933955936,0.001298732433713518,0.13756857608937045,0.0013039452781160334,0.2658752487593046,0.001300691828362011,87
88,0.008948827053952753,0.008931198002917605,0.008928596552330588,0.7711903127800716,0.008951444818918138,0.18403963336556045,0.009009987426248985,88
89,0.8533488064258956,0.011009980902158245,0.010989103144333537,0.011043464122323685,0.01105255670775018,0.09156457788774867,0.010991510809789997,89
90,0.6154871727810824,0.0029301544030271793,0.0029201343476713236,0.1213705292809304,0.0029258102847083255,0.2514366928906295,0.002929506011950925,90
91,0.0015251569657826955,0.0015212912384758336,0.0015198789483674869,0.0015225055030778866,0.7849206000016405,0.0015205831990460503,0.20746998414360945,91
92,0.9105919807414979,0.0032488466990701448,0.003246800332674117,0.0032625007156657643,0.07314284213635341,0.003247742987409596,0.0032592863873289403,92
93,0.7572378739121465,0.0008312168539251001,0.0008305688652348634,0.16235597409695823,0.0008341449345015592,0.0008323922118299281,0.077077829125404,93
94,0.05719714318268586,0.006518967371674751,0.006493576741629501,0.8546820594002335,0.006504984833581102,0.062099344854022104,0.006503923616173205,94
95,0.009535774951090753,0.07691486263601009,0.009523881141022646,0.6085925464602909,0.009584765108907909,0.2762637891252678,0.009584380577410054,95
96,0.0005547480974173477,0.0005538193195334024,0.0005516716009576103,0.438839950426805,0.429027724043952,0.054506681238431644,0.07596540527290299,96
97,0.7987148905748792,0.0031081995267161363,0.0031055923889018807,0.18573948862837666,0.0031160654273415097,0.003108919721614283,0.003106843732170378,97
98,0.005109948391124943,0.005103187782175026,0.0051020450989128436,0.005110458132637217,0.7296793503185071,0.005107484039985136,0.24478752623665775,98
99,0.9804799830368391,0.0032544840980328676,0.003246771229568643,0.0032548579032353592,0.0032564731183725238,0.0032529578841270774,0.0032544727298243446,99
100,0.9418901127253789,0.001312169638800509,0.0013110216407932356,0.0013123221346809564,0.0013121061157389128,0.051548273545493434,0.0013139941991141522,100
101,0.529102541795694,0.049501963909806435,0.00303954118538576,0.0030532434474377264,0.3253212131005324,0.0869390490326909,0.0030424475284527145,101
102,0.0010320062484179284,0.001030027892720059,0.001028240009436071,0.5603552267935268,0.0010312300796996082,0.434493627191962,0.0010296417842374137,102
103,0.2696730689266961,0.023909943475891645,0.02380952577284,0.6110521824710486,0.023917300403736394,0.023826297313047518,0.023811681636739683,103
104,0.0026024897439477805,0.002598023973578461,0.002597404636790551,0.002603442770240655,0.9843702745919266,0.0025983015861120815,0.0026300626974039456,104
105,0.5773505632781119,0.000816973550450714,0.0008163459731101707,0.22412750547609,0.19525371834007554,0.0008180208000955652,0.0008168725820661065,105
106,0.32501712872471994,0.004624431408063242,0.004608831549097818,0.6049338620046332,0.0046216700865291515,0.05158319312331757,0.0046108831036391915,106
107,0.10348102663884175,0.0022344399757412378,0.0022324252775374667,0.7490244692280116,0.07397549383588503,0.0022392835968426607,0.06681286144714038,107
108,0.9426938047974494,0.009527267955596046,0.009523812815808348,0.009571357181951432,0.009543066816546085,0.009559153408452373,0.009581537024196379,108
109,0.005322560076956284,0.005301898535745883,0.005293077286806204,0.6098453097598823,0.005300854253454049,0.3636213748669091,0.005314925220246174,109
110,0.0068152663827188,0.08655592225902978,0.006804978930930031,0.0068351593181302525,0.8793788748250775,0.0068032991557778755,0.006806499128335708,110
111,0.549623372897425,0.0023132900675852095,0.0023045624945299908,0.3766257967907284,0.00231031444309401,0.0023098027863057724,0.06451286052033152,111
112,0.8830041357875352,0.002977376903645546,0.0029762121944103413,0.0029830699422747566,0.1021039879430916,0.002977475264271133,0.002977741964771479,112
113,0.011976892600569939,0.011905485400974006,0.011904779552404628,0.33997893272167257,0.6003746773533526,0.01192439500693462,0.011934837364091752,113
114,0.007166288301795008,0.007152221921597028,0.056603473094542334,0.511192892010665,0.4035887715048229,0.007145836064590312,0.007150517101987558,114
115,0.0034041561071188283,0.0034018960212038062,0.0034013610455197805,0.003406842786092593,0.979578178004442,0.003401467517327605,0.003406098518295323,115
116,0.011943478500731297,0.01192168603255941,0.01190476576301013,0.011974432053475731,0.9284265079311608,0.011911769468431253,0.011917360250631373,116
117,0.005753496553626434,0.5685348526805034,0.005714288824766761,0.005733226792774643,0.4028159427309642,0.005728236075020947,0.005719956342343572,117
118,0.8541721177288458,0.0034033142337239032,0.022100396564682455,0.003413874645071211,0.11010492060933144,0.003403094118640089,0.003402282099705021,118
119,0.011029567672036267,0.011031681033650017,0.010989012327261495,0.9339047690501548,0.011055672306632404,0.010990424810555028,0.010998872799709873,119
120,0.07064166360722904,0.0009163096497931704,0.0009157512707425315,0.0009185817297627193,0.9247741776856199,0.0009164209180524527,0.0009170951388003635,120
121,0.0010531198959110493,0.0010516927123258401,0.0010506032423707474,0.9376849974045798,0.05705642723217522,0.0010512685973454946,0.0010518909152918484,121
122,0.8418855610195594,0.0057207867777905605,0.005714288824068916,0.005734362693897348,0.12946568768516234,0.00574898159368044,0.005730331405840926,122
123,0.07008863619793249,0.001912260077520217,0.0019057573441158614,0.0019105301666438477,0.7489416174082418,0.0019144342149940942,0.1733267645905517,123
124,0.003410473974788488,0.0034039755381626204,0.1702955859746204,0.0034235918546593625,0.81264508877846,0.0034063425869425307,0.003414941292366465,124
125,0.011030072866692777,0.10944415586938196,0.010989012529820059,0.8354486657232049,0.01103228171021453,0.011016771645550207,0.011039039655135563,125
126,0.028598946142894148,0.028571549372859224,0.028571435881480818,0.028638766953658593,0.8284714843453019,0.028571983710777158,0.028575833593028108,126
127,0.0009378848847006942,0.000935833217377974,0.000933788863183313,0.0009386048884998758,0.8833416505664728,0.0009351998913621751,0.11197703768840299,127
128,0.011916886340198413,0.011929467273830626,0.011912278362770735,0.617074199432243,0.01194510567238847,0.32328944063259574,0.011932622285973124,128
129,0.001026613206509224,0.0010209250567829408,0.0010204313944211256,0.5709888292522165,0.2796819850859718,0.14523896314614806,0.0010222528579503722,129
130,0.26607532245409776,0.005295024858511973,0.0052912255456561705,0.544881134573632,0.0053013582382948135,0.005307458312946832,0.16784847601686054,130
131,0.002703649869940202,0.0027019442931166195,0.002695427720219874,0.3491925092717386,0.37802743959846774,0.26197887922531726,0.002700150021199714,131
132,0.8744485896409082,0.007171867879772989,0.007145780644581139,0.00716926072020739,0.00715708715972169,0.08974803203049801,0.007159381924310505,132
133,0.0004415119140400741,0.0004412601239600176,0.0004409205710352916,0.00044179483807888333,0.9973499888939158,0.0004416684204615945,0.0004428552385084486,133
134,0.0055229093618730275,0.34473504566527996,0.005494513428758751,0.6277164101571077,0.005532184916911077,0.005498238433634339,0.005500698036435194,134
135,0.03574856360480665,0.03573281068728969,0.03571476154147191,0.7855183145163985,0.03584477274140932,0.03572012170428959,0.035720655204334255,135
136,0.002307997802029663,0.0023049027082183665,0.0023041490384119734,0.870575466146471,0.11788946943554887,0.002308950921820083,0.0023090639474999553,136
137,0.9219777080701197,0.012987918897047361,0.012987925133084726,0.013025827038243138,0.01302993844834715,0.013000806360174602,0.012989876052983268,137
138,0.8327341046475745,0.0037781879726115366,0.003771222385202332,0.0037717951216785298,0.10655216339681574,0.04562318405735179,0.0037693424187657597,138
139,0.0031783693928008577,0.003175157182159284,0.0031746048422027205,0.0031852812273820857,0.9809304068928879,0.003176216196274427,0.003179964266292687,139
140,0.0017993404946328143,0.34540148834495704,0.0017858990202649326,0.20134858059219451,0.4460821132078521,0.0017913934312152485,0.0017911849088833932,140
141,0.00012930948663714584,0.0001292331887914686,0.0001292057835443009,0.00012934585386435086,0.00012921182517613625,0.902383908668915,0.09696978519307149,141
142,0.7178703152001666,0.028692267379174734,0.02857142990834958,0.028641879795314587,0.02859328779603053,0.1390544495194676,0.02857637040149614,142
143,0.0018827269222691282,0.0018803714402056773,0.0018797061327857744,0.583060783419952,0.40753099831192174,0.0018840709733599801,0.001881342799505545,143
144,1.3153737274720436e-05,1.3167094475598971e-05,0.9999210562493752,1.3150582302298124e-05,1.315011448670859e-05,1.3166983090934985e-05,1.3155238994555588e-05,144
145,0.025113439503500066,0.026887080555688413,0.0007566674067345487,0.02375006486762263,0.9219773195998732,0.0007565743294875406,0.0007588537370936679,145
146,0.4464316562404708,0.16371373167437356,0.007936547083897636,0.35806381651423147,0.0079462060698027,0.007962647261399367,0.00794539515582446,146
147,0.0008041859558725362,0.0008035805115281308,0.0008026506913764014,0.0008061332943247263,0.8739652396046247,0.0008047959784730907,0.12201341396380036,147
148,0.00681191437029952,0.006812462071046786,0.006802731895595545,0.006829609850129729,0.7237557136827933,0.006812067276291224,0.24217550085384387,148
149,0.01300429936908828,0.013061546231895137,0.01298701979115801,0.41321710129947553,0.5217133796787686,0.013029458268039643,0.012987195361574735,149
150,0.8166583388509865,0.005302015725761899,0.005291028738653723,0.005318697053048265,0.10432942704015827,0.0052917731520091315,0.05780871943938226,150
151,0.2552634145241217,0.1741347395459626,0.004201686732381104,0.1486581135616942,0.004225439157562649,0.00421755236018019,0.4092990541180973,151
152,0.0017689812713872846,0.0017674195195071644,0.0017636698010908677,0.0017722335813019244,0.8686832463074586,0.0017645964390966616,0.12247985308015744,152
153,0.1436251030705686,0.22014242961414224,0.0001899297601621231,0.40373653429478457,0.00019065943342286314,0.23192490854370695,0.000190435283212587,153
154,0.6872290580272222,0.0017879279941550431,0.0017857256895175884,0.001795747612697637,0.30382396390689853,0.0017892150161444296,0.0017883617533646305,154
155,0.011034012010201861,0.18161214286975053,0.09220908405403366,0.6820552925366248,0.011056749947920587,0.011040130318258932,0.010992588263209691,156
156,0.0006925790537318775,0.0006915180829893439,0.0006901392627191214,0.0006924734975800748,0.663376914932101,0.0006917589176824732,0.33316461625319627,157
157,0.38844469470647586,0.004202371255191287,0.004201686294255051,0.07650866928461637,0.5182280773732528,0.004206540991966741,0.004207960094241871,158
158,0.07579887863890859,0.0014813718280974543,0.0014727618238868647,0.0014805812321046742,0.8009070267985708,0.0014764076353162394,0.11738297204311535,159
159,0.00530703832756872,0.005293835233026688,0.0052928986896234815,0.26148748677587413,0.20157857445646166,0.005297989232544376,0.5157421772849009,160
160,0.005722581305703118,0.005716281297409028,0.005714291757403244,0.005729965018558725,0.9068308211839692,0.005715638743586577,0.06457042069337025,161
161,0.41420702033370776,0.025257938703851786,0.002858694951931602,0.47037125591451145,0.0028660083596495196,0.081576490801649,0.002862590934699051,162
162,0.04714883179427046,0.001460094214412618,0.001457823684503865,0.0014644039853588646,0.7194626183256825,0.13403160230784802,0.09497462568792361,163
163,0.39263914732632765,0.5051488174775244,0.02040817062450838,0.02054073070978071,0.020443022146013123,0.020411900975433012,0.02040821074041283,165
164,0.003989399260798656,0.003971352175215497,0.00396835549743539,0.8185365590821714,0.003979703776290367,0.16156249143676435,0.003992138771324296,166
165,0.38634173354891804,0.020425440466532573,0.020408170410044908,0.5112037332780588,0.02054650567112223,0.02046392169000969,0.02061049493531381,167
166,0.37742294098732593,0.0015226925577489496,0.0015198247951028778,0.18319419739062473,0.4203597247149077,0.014458241275257893,0.0015223782790319293,168
167,0.11463386980286627,0.005967796766078474,0.005961783892724196,0.39706446255522115,0.005960166892220217,0.4644574700186488,0.005954450072240871,169
168,0.0014319935616758674,0.0014318258943477893,0.0014289926906598512,0.0014319270328166823,0.963632744821099,0.0014402028477039142,0.02920231315169702,170
169,0.011953309992495635,0.011908005860705756,0.0119047757498628,0.011960477290060905,0.9284506767044184,0.011905732348901939,0.01191702205355452,172
170,0.37133227576919164,0.007146941681602609,0.007142863394499663,0.5929313252058224,0.0071481566457295646,0.007148562129817995,0.007149875173335991,173
171,0.015897032744396297,0.01588237574787903,0.015873029077123284,0.015957621351828263,0.43176008033385677,0.4887440271559555,0.015885833588961083,174
172,0.9273448290602003,0.0055005641772453324,0.0054946653515962835,0.005521581225031553,0.005522596778314613,0.04511750636021423,0.005498257047397787,175
173,0.6902510978397456,0.023886826970428595,0.190211585411777,0.023880037374024183,0.024019384312751243,0.0238563811899978,0.02389468690127576,176
174,0.13037441332952676,0.003182822904652413,0.0031747705132602684,0.003183467110717385,0.4498593605717399,0.40704840332410375,0.0031767622459994596,177
175,0.5604332510957041,0.0023473582620659084,0.0023442165696784525,0.00235099287004454,0.42783451973394426,0.0023462135383773715,0.002343447930185471,178
176,0.00494264289492957,0.004935450923191045,0.004926110090551845,0.3430361843690697,0.004940371113039048,0.6322837717425772,0.004935468866641592,179
177,0.0017062266281229145,0.001703565204317368,0.0017007067747674951,0.0017099034308173005,0.7906694084675395,0.20080035316490982,0.0017098363295253642,180
178,0.005108055273044573,0.00510606842547956,0.005102048088865917,0.6941739361540191,0.2802988964505882,0.0051050046592837715,0.005105990948718708,181
179,0.16867845932818304,0.0006570908839206611,0.0006555528193641942,0.37453773891506736,0.4541548529520758,0.0006590359784166205,0.0006572691229724001,182
180,0.0018140611944088632,0.001810595462690266,0.0018083425457663983,0.662459206210783,0.328487234105724,0.0018092964111943628,0.0018112640694330944,183
181,0.4219654709991409,0.0005500384985294375,0.000549488416271795,0.5752835237188361,0.000551076019393206,0.0005501593500956476,0.000550242997732945,184
182,0.9229185260666019,0.003585901333283636,0.0035844439156170554,0.0035813192359358133,0.003580013120755007,0.05917649213895932,0.0035733041888475884,185
183,0.31045189441925025,0.012989734338204046,0.012987020079754526,0.6245356207827011,0.013055740939505654,0.012991834774957167,0.01298815466562738,186
184,0.37611790318673693,0.006499075031438578,0.006493606601423758,0.5913308314597282,0.006524526228328052,0.0065236199206882015,0.006510437571656025,187
185,0.375723460472615,0.0035790449991721747,0.0035715018256153273,0.4604728623960213,0.003610542010454016,0.1494388821659175,0.0036037061302047232,188
186,0.4360873649118133,0.0013979725588655768,0.001425833354208492,0.0013944482405587562,0.5569173323766061,0.0013889073790199883,0.0013881411789278264,189
187,0.9591277144228957,0.006804370477852633,0.006802721449000805,0.006829021662826845,0.00682222540983427,0.00680842296452815,0.00680552361306149,190
188,0.9161424422842014,0.00649636923439828,0.006493560810027931,0.0065132714514214525,0.006512053298803668,0.05134477480444036,0.006497528116706898,191
189,0.11295271664721017,0.3640570225954191,0.002645531402628978,0.3914611496493018,0.0026580464012135423,0.1235770117148937,0.0026485215893326704,192
190,0.0037671550268714177,0.08806256036966299,0.0037595092801799243,0.0037731541732730395,0.8930983587625726,0.0037697558208315395,0.003769506566608619,193
191,0.3653695669650562,0.011908645487286833,0.011904931491439634,0.011913756593957554,0.575084500344603,0.01191344960677015,0.011905149510886538,194
192,0.7637237381051748,0.2272193021288479,0.0018085807885425246,0.0018151929404958387,0.001812223044368093,0.0018110436139164672,0.0018099193786544566,195
193,0.0009093931510416988,0.012940624674362257,0.0009042985812848267,0.7164332901707714,0.0009060011679490594,0.0009068177018390501,0.2669995745527516,196
194,0.0028608371279763233,0.0028576709557846386,0.002857143414164336,0.002866037824667071,0.9828429079367147,0.002857463400620339,0.0028579393400726856,197
195,0.0034931978578248554,0.0034919735708634813,0.027841600238212177,0.09904160035241788,0.8591453924282392,0.0034956521529907773,0.003490583399451667,198
196,0.5604103527834795,0.010215165975764823,0.15276763233692336,0.24593024341340178,0.010234835487634026,0.010229571109746162,0.010212198893050375,199
197,0.01101935032982015,0.011024390236323697,0.010989013008053099,0.34483955531745525,0.6000990366777298,0.011012255192044986,0.01101639923857304,200
198,0.004959541410268569,0.004935882432802225,0.004926639579820479,0.7166197185795037,0.004942594629191295,0.004941599126326278,0.2586740242420874,201
199,0.005511181556018959,0.07008068034062029,0.00549529545314504,0.005516152727490164,0.9023538407874581,0.005523420555401074,0.005519428579866443,202
200,0.00046810724047303785,0.0004672760657743756,0.0004670757235662155,0.00046857483363201225,0.9971929655211567,0.00046762727168356803,0.00046837334371421313,203
