,index,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
21,21.0,0.059980579096034305,0.026858652208388293,0.11747274146008357,0.049970519277863015,0.040110807617599636,0.06736464412874581,0.03552624033757457,0.5260700311194153,0.04647313180726922,0.03017265294702649
22,22.0,0.04314957707332771,0.5756826367498773,0.04959559315640995,0.0984869147272559,0.04714129023701279,0.08867153981389547,0.030926301208189625,0.018964621637766185,0.04075880001703927,0.006622725379225991
23,23.0,0.016949856765015103,0.49226868429071946,0.09705418657905955,0.10106596457812325,0.07495089278263767,0.0204072141892088,0.07525968059879323,0.020607277520177204,0.09235228451528306,0.009083958180982612
24,24.0,0.027778917347460925,0.6075799392432766,0.02702139469504667,0.05362968353789577,0.13484260870979675,0.09999854025518308,0.025001043808328988,0.007409599065845258,0.01489806631152766,0.0018402070256384306
25,25.0,0.04018405264451937,0.39064624101772333,0.06569298687511346,0.08693881207956228,0.10806253069009207,0.05839483032944918,0.179770341051029,0.029528321817883577,0.03604643104242303,0.004735452452204702
26,26.0,0.04864794983411212,0.07000577409822595,0.08980474647380371,0.038276303961307934,0.5759412028847136,0.07405759634049736,0.046406672854435164,0.017480326639217635,0.025788137137706592,0.013591289775979891
27,27.0,0.03948128692497678,0.13818383826820957,0.013326037823426203,0.2342851316083075,0.03866681776936382,0.01326164719693341,0.40342170723816767,0.025759307503149878,0.030795787002700033,0.06281843866476516
28,28.0,0.11496420900898273,0.07259296991160522,0.0685843792482155,0.05990150799512432,0.4700581105834902,0.06079176504761309,0.07911673324893162,0.012397144843871772,0.04992902237838277,0.011664157733782914
29,29.0,0.5185220971921756,0.07523554610489633,0.08743629702958715,0.0404719840300702,0.05372127301037806,0.07445456071732576,0.10527933307737589,0.01255301652495118,0.030398966818701245,0.0019269254945385285
30,30.0,0.054558467414032134,0.07333477845231406,0.05629056768683077,0.17589168404621291,0.04625855460738548,0.07910970561838913,0.42281885447857026,0.024933463958736274,0.05844852829117428,0.008355395446354691
31,31.0,0.06156197582050397,0.5981139941511953,0.02388725946899284,0.021671087007726672,0.09528937252523029,0.03414242795633807,0.08619938750079992,0.03989444765687592,0.020787649100892185,0.018452398811444736
32,32.0,0.08271917733402306,0.12911945780270542,0.1700191324393334,0.11093173628275281,0.031007473231367697,0.07920411228638177,0.2750890664004454,0.0205246893596726,0.08238172303047335,0.019003431832844593
33,33.0,0.13895361420312335,0.046251528926318126,0.03484041950828237,0.04932764049294053,0.5268261502921923,0.0728530886793745,0.04592181457782804,0.026892115395123678,0.034515221457265294,0.023618406467551804
34,34.0,0.7000576961744913,0.06217773862072341,0.019305409799643215,0.01950578780077735,0.03900599052899251,0.05952814684096922,0.024965220172616057,0.01659945389847988,0.04156928022818134,0.017285275935125646
35,35.0,0.01765743305517536,0.04084671278011515,0.01957233566164406,0.08892701567939128,0.023900988633544493,0.014704456751175692,0.04043997001192158,0.06287330246638825,0.6721227064672414,0.018955078493402753
36,36.0,0.04482795206540802,0.04890934903633759,0.023708816890954013,0.13191665789642787,0.08560843586768677,0.5673114006781851,0.04798152506870679,0.0158784171535783,0.017667865633613167,0.016189579709102425
37,37.0,0.09111629883921317,0.1390757973144056,0.0756455671958199,0.4110756591247589,0.02668330815799675,0.0738604599271782,0.062168302598588035,0.047953835787231995,0.05889680469769756,0.013523966357109743
38,38.0,0.04339159558198571,0.0629535301073748,0.05421983492025538,0.3530469056458696,0.052584856356048704,0.07087599181539117,0.3128948873952497,0.023006013995627596,0.02453525427467003,0.0024911299075273717
39,39.0,0.06844255913954402,0.08387132197180117,0.06824807197664057,0.46818683703837694,0.05256750548748163,0.08608468461828364,0.060857081416749774,0.027137230876112896,0.06949939137938264,0.015105316095626658
40,40.0,0.06870563453517964,0.04149328283926114,0.08686172890930707,0.09623495793657302,0.06849254524766712,0.04504859338785805,0.5201572205259366,0.03941434269607415,0.03016834444102094,0.0034233494811223854
41,41.0,0.03443536634925243,0.4613094273989544,0.14916402412422577,0.06638315274768682,0.049761372474056154,0.07398630633631609,0.04824624833251477,0.037956693512893165,0.077907937858956,0.0008494708651444412
42,42.0,0.0,0.0,0.7499999999999998,0.0,0.0,0.0,0.25000000000000017,0.0,0.0,0.0
43,43.0,0.040347887171619363,0.07511627928424192,0.041204961466362176,0.6732832983017566,0.03375950799885024,0.02171511478593698,0.04501521305688285,0.017599999855949938,0.028525410651896767,0.023432327426503197
44,44.0,0.013627198273164205,0.033220632364362596,0.037204014908795574,0.1163140296211721,0.028412910118578077,0.01001882331046814,0.02381744635700755,0.09985599228312755,0.034386956359701557,0.6031419964036226
45,45.0,0.12903506138709614,0.045087884160556764,0.09124848242312003,0.35692146812771125,0.1446453505407181,0.09921841026167397,0.08495860322569776,0.013302920660257372,0.03292225787677756,0.0026595613363908964
46,46.0,0.0033435502468497393,0.2618652656403532,0.0,0.013180331469165814,0.657129409601414,0.027771170144886136,0.03166329854552069,0.0,0.005046974351810528,0.0
47,47.0,0.09405623379807151,0.05049025165222673,0.0804750335977827,0.1152337146684124,0.4621571917352293,0.03864905886402815,0.07765964997871111,0.050738000771382755,0.021737649170335667,0.008803215763819629
48,48.0,0.10687418037823468,0.2204943706409642,0.03384382490095042,0.07046329972540794,0.20608038616682797,0.10567060607283982,0.09506595594402724,0.08924754026211412,0.05805706210487855,0.014202773803755168
49,49.0,0.02694055270487694,0.6474997350680913,0.06620419837162672,0.023557294983050415,0.05665252001364807,0.05595926119048905,0.03767569872363379,0.0446586466898669,0.02730814173459205,0.013543950520124824
50,50.0,0.0337616876330487,0.2566026270056858,0.024529681900224722,0.07226592371006543,0.05751404569838837,0.4628027925333593,0.034041286157173736,0.019064597629351778,0.03554221947128175,0.003875138261420351
51,51.0,0.2723757643789428,0.045825753680821396,0.06303438939411649,0.037179237947651524,0.13004556976911283,0.028402382372830458,0.0864923383122296,0.011811537361183904,0.32351616144549505,0.0013168653376159811
52,52.0,0.02140948374394868,0.3922660654118211,0.00543977292729838,0.058479968496490176,0.07324363251145083,0.020108993420382,0.017350861278155088,0.021569083611289393,0.022293756003868487,0.3678383825952957
53,53.0,0.06107246509183171,0.08677324642407086,0.468802905298653,0.051432488353390274,0.06941750857309915,0.06344428283752607,0.15205804533268563,0.010163297970425424,0.033708700834666136,0.0031270592836517277
54,54.0,0.31003434105332184,0.061393091848617534,0.05578310027200197,0.08241408883083326,0.04361884081604328,0.30173274960944985,0.04602501611812405,0.039605489607302896,0.052493130853067754,0.006900150991237599
55,55.0,0.0633709916800958,0.33317625093536063,0.025393403559226913,0.09690619507341694,0.042957418438597225,0.07675083408139004,0.28235156297580305,0.02326627717018496,0.04986261052634981,0.005964455559574601
56,56.0,0.4432636664987253,0.17200230634176877,0.03404326805928068,0.05275522908720928,0.05363386225178282,0.03491294263943899,0.10260046262432668,0.0313851050780169,0.05255831437619102,0.022844843043259552
57,57.0,0.023340521588546024,0.33600879280658397,0.13060225800267525,0.07095027386283095,0.00415416682613633,0.017540201209641264,0.29865645524488826,0.0,0.11874733045869804,0.0
58,58.0,0.06467668350947058,0.18831782806995087,0.024887768730268267,0.45518134983275993,0.09040844247184096,0.01059989983278807,0.0,0.14773233322390406,0.01126767225420941,0.006928022074807788
59,59.0,0.0361842306818115,0.09442238141740603,0.07658008926864265,0.030099292189308336,0.04016101296422213,0.6332987674332591,0.03202625012988241,0.023501651533073584,0.02674609632970625,0.006980228052688131
60,60.0,0.07227206867666562,0.3448960889872504,0.04647457348297124,0.06203997344017905,0.05631372076761859,0.09679070751646267,0.08034744054238198,0.08573565944742305,0.15312076859590606,0.002008998543141407
61,61.0,0.07341009506808016,0.2210863276942295,0.07116525889637734,0.10938635350323836,0.062371387678122225,0.3292129683288124,0.03681952637282957,0.05441110093000101,0.03497179415716264,0.007165187371146778
62,62.0,0.06982111241826958,0.1745459035781668,0.39081855255888887,0.049022028977932015,0.048582232142000595,0.1119342907677055,0.06807740429038386,0.026385010524170194,0.05127069356713759,0.009542771175344899
63,63.0,0.05686084370399781,0.05398408936839196,0.0,0.06645811875359905,0.06145462687618932,0.1236318453045839,0.05220362729207553,0.01916070123896135,0.565628103685971,0.0006180437762300406
64,64.0,0.023732043634113256,0.18274611978080563,0.05246870244260866,0.4797650260042863,0.027359058117277114,0.09483122930855414,0.0871158637768913,0.011630512793680069,0.03625939923222685,0.004092044909556703
65,65.0,0.11348668299536216,0.03786996065566407,0.07196211336701688,0.039093624442142746,0.477586039270424,0.02958621306519668,0.09256551964550018,0.012225147186794363,0.11556925617337979,0.010055443198519124
66,66.0,0.135225742707311,0.10821726572378074,0.052574373117680775,0.10993560113704809,0.3868830611368696,0.05788721525383743,0.03689669043733687,0.034892635000135966,0.06636647291350647,0.011120942572493051
67,67.0,0.06968260171756217,0.09555265759914151,0.11908878781731791,0.07115059769430818,0.05637298156722546,0.03771885553800261,0.409593633272312,0.07640739324120648,0.059247689955686064,0.005184801597237517
68,68.0,0.15291257215357257,0.07204128682108368,0.04948237741685302,0.06479895451212736,0.1621175935430297,0.3294226625699027,0.0716104097507275,0.02261526178630893,0.06947817513314068,0.005520706313253876
69,69.0,0.033622608022880175,0.16783270223908747,0.03152385834043982,0.059502119702745625,0.03818485501711164,0.06787546328049134,0.08082225957223839,0.040366209769244876,0.059496436065784655,0.42077348798997605
70,70.0,0.6204801028632448,0.04168558834366877,0.04442088367225994,0.07754770259576152,0.03510622540848421,0.04168522598294059,0.046582341452862504,0.01723319466165788,0.06899791737971003,0.006260817639409496
71,71.0,0.11868417990998974,0.06914430097363194,0.04289589017300392,0.10561170132190846,0.3093785076084177,0.07567023630585104,0.17311712200351373,0.03442683630935721,0.06895007633563285,0.00212114905869333
72,72.0,0.06633691868759142,0.0894047683143357,0.03129574236812999,0.053882061974480366,0.6031800898621075,0.023227755834344218,0.031204763061738576,0.02656487369475531,0.05264897656301011,0.022254049639506626
73,73.0,0.024674585364432504,0.08420236134106844,0.0346651825886123,0.042326103586372246,0.06983508758131299,0.27175578115912324,0.3820030392982142,0.007539035968476476,0.030220821285726458,0.05277800182666115
74,74.0,0.03473907133655954,0.10920820444123369,0.033900693769008415,0.04391371556409737,0.6404086046562625,0.021272953282093773,0.07603906955288989,0.026622108400454553,0.012001683173301077,0.0018938958240991208
75,75.0,0.0760174109994483,0.18775837781327892,0.032352025774982876,0.15503508797483231,0.045253933083598014,0.011518894508389093,0.01897714036841701,0.45037346688851504,0.021584353835010082,0.0011293087535283667
76,76.0,0.05074718709371104,0.5867425549130777,0.027434255921482093,0.08216923128846196,0.029331410870222768,0.06723995586474206,0.07687092526320026,0.026541418158481836,0.04512162784839906,0.007801432778221167
77,77.0,0.04111854723685356,0.10044492060782632,0.047578450089614754,0.04631408012817676,0.0823974741438957,0.05086604841689017,0.4767216521956573,0.020338701039595557,0.052454204907558324,0.08176592123393162
78,78.0,0.023608000062164756,0.4506710998896285,0.10222741816111859,0.0323318337980696,0.16005757066260679,0.053432076593365345,0.08648113047031827,0.018881406273510634,0.05582559890492189,0.016483865184295562
79,79.0,0.0361637432968326,0.3177202625160409,0.025053463673306353,0.3940203437095606,0.07334848652846468,0.06400532431310016,0.022368906460120498,0.04227736291300425,0.018595395539288635,0.006446711050281317
80,80.0,0.07099117984245844,0.04808975661252171,0.043468323988383614,0.055266436619420864,0.04866094909624538,0.04821288124505872,0.6148755140522986,0.028550711149031953,0.03737164553649618,0.004512601858084398
81,81.0,0.08144274179575542,0.023722501013903437,0.03358252484427654,0.09570519171663158,0.030479830651459504,0.48019869655513864,0.10913104030364588,0.08743610047992018,0.05261688198864812,0.0056844906506208145
82,82.0,0.057315263662481464,0.11339550023707032,0.08607803571020994,0.042580253752262945,0.05276591862051326,0.5310070015372726,0.03370093011512797,0.04590608540835527,0.03442566883275322,0.0028253421239528317
83,83.0,0.03948442918944547,0.30156759691429547,0.034523703547869315,0.054498122065331306,0.06482596735161601,0.37827995483706034,0.04533916220179052,0.05466027147102996,0.023842198000306538,0.0029785944212550675
84,84.0,0.055525493904621914,0.12622528189253074,0.04671085909296466,0.07907759192730485,0.05673596948614734,0.0453330074861413,0.40948941097274355,0.041923859599011085,0.10508308677579738,0.03389543886273723
85,85.0,0.06448646640652989,0.12240260181055129,0.09242295043652418,0.042585944475671524,0.1773514311860991,0.03483798868867018,0.08668582595030093,0.10625789526770782,0.2696770659456746,0.0032918298322703815
86,86.0,0.05166700518398348,0.15752439920673159,0.033067663070794236,0.05908502138329186,0.5439295478359185,0.06703786711313617,0.021512967372927357,0.01576115402529498,0.03787955601521134,0.012534818792710404
87,87.0,0.04510042076616012,0.08672230457989624,0.048901839280150614,0.046510671719398294,0.04548817494383542,0.02993259012073427,0.03770446821451616,0.09481199608936841,0.04408917634485228,0.5207383579410882
88,88.0,0.04332590257919621,0.1650223199580435,0.043399472128389585,0.04118163645742638,0.006533886231796003,0.053601749097722536,0.014938030652900116,0.40347553341790043,0.16960544370274871,0.05891602577387643
89,89.0,0.027479705382408567,0.5122879739097725,0.04977985199185539,0.057950261521710476,0.21306694843714208,0.004421928868025535,0.03115824064171463,0.09477018589865073,0.007408970413456832,0.0016759329352632607
90,90.0,0.046692409816795025,0.1615909704550387,0.017152170256609613,0.0471052577538968,0.5950328260349892,0.03797018391591191,0.022379976741239545,0.013068368212892428,0.02625553538924312,0.03275230142338376
91,91.0,0.5724793659528414,0.03970410000369525,0.057344289623507363,0.09708520378039602,0.06195063285393593,0.028048929543889278,0.055725160440490626,0.024134896391562,0.05302003306922685,0.010507388340455323
92,92.0,0.020388151666001796,0.5552074623000278,0.03942617481984214,0.023776302971388892,0.0993825880452381,0.1923895719062586,0.01648433377583326,0.01641617547404778,0.0343883042410891,0.002140934800272584
93,93.0,0.03532963367755933,0.30972298487606753,0.025080743109438773,0.07929230715655433,0.1158040531200684,0.32292613281216437,0.02545885730154899,0.03928605426300441,0.04279073174318102,0.004308501940412796
94,94.0,0.046741389514455944,0.06024506994216751,0.07450975201384351,0.02559896504713638,0.08255361177791914,0.10414548288124889,0.06488493064859074,0.47600059668075,0.05073003929529204,0.014590162198595954
95,95.0,0.5207558236106176,0.09485874717993864,0.01459168337840156,0.12019941123136593,0.09029077191941134,0.06823956125771635,0.014022523044073067,0.020456689480794057,0.05606615378743309,0.0005186351102482486
96,96.0,0.08835563913605675,0.055731903955171434,0.07610453773539833,0.0457256550062706,0.03536671997959689,0.0707008997197681,0.5365347878721127,0.02381000002587203,0.06211488722818228,0.005554969341570747
97,97.0,0.10562666587953418,0.19863359969765082,0.05330309885522517,0.02921911022442262,0.0348898863093947,0.04962750813967281,0.020960303647353355,0.016287106227703043,0.45726932174130563,0.03418339927773783
98,98.0,0.2158415427329799,0.046257665751578726,0.01880382334102656,0.05706957801489691,0.5483330893187964,0.037340587335342526,0.039826171900476666,0.003355046696060836,0.027928973001315083,0.005243521907526408
99,99.0,0.02677902881496421,0.1651674871394418,0.05373284397445549,0.4816479758003694,0.038628912768912116,0.017055487257947026,0.02403418596531286,0.1035005780866986,0.0823488346524574,0.007104665539441152
100,100.0,0.043647607071227876,0.2553851347541969,0.026648096753276618,0.036116614907542845,0.46442002308789077,0.033699533653867686,0.03688752570358661,0.018881244233157193,0.08188453524560921,0.002429684589644241
101,101.0,0.056350897224865644,0.23984197234413623,0.1241266311672917,0.3011419511240841,0.06832899167657391,0.02560900507102582,0.055512624587348715,0.0613897250734741,0.05613909926573861,0.011559102465461216
102,102.0,0.050668698885844424,0.05435176518611787,0.04295656309318121,0.052712610880796935,0.5833736933279303,0.05679632671976557,0.07297813478084592,0.021940994028749106,0.034751427832735896,0.02946978526403289
103,103.0,0.08305657014857701,0.445395120668202,0.055991217987302555,0.06432769482349675,0.13741686228771505,0.04779238760957652,0.10433789508970767,0.03190437363004556,0.02578642704689295,0.003991450708483978
104,104.0,0.12153081333404545,0.03682923595016381,0.07105683111237908,0.055735195294504186,0.08346936887889252,0.560189372844804,0.03241437904330283,0.0049935080393486144,0.032655185581364696,0.0011261099211948282
105,105.0,0.049230177721187054,0.15182033652487897,0.0642842552614445,0.045419393928477374,0.07953724861370154,0.04661318013206143,0.04770683771154819,0.48281979588846813,0.030216884753252016,0.002351889464980817
106,106.0,0.038068009964467825,0.4851772961846649,0.060874757600570914,0.050066829166279164,0.13127143763355134,0.08034331992220933,0.07862512444203985,0.029607261976902218,0.023788966001927845,0.022176997107386697
107,107.0,0.0424151490207243,0.201456982712359,0.3836576947952271,0.051448324922798834,0.07351538157931178,0.07408090230271686,0.06397230424080996,0.06632283132902593,0.03437349788991344,0.00875693120711295
108,108.0,0.03497966009748581,0.181599540255205,0.006651071958823524,0.04317296883841351,0.036887295625558945,0.4646239211783766,0.18853400265638376,0.026768316785146573,0.010456923044695468,0.006326299559910746
109,109.0,0.04604016574214407,0.1432431184670171,0.05929324332092968,0.057053642362190723,0.08443313967008556,0.1158227675203903,0.10391928939730843,0.03797918833793479,0.34363423582233066,0.008581209359668888
110,110.0,0.03816223659974009,0.033249922351784734,0.07952781092712245,0.05656694215608566,0.08360181706129555,0.006545539014539383,0.5411865714250846,0.043748083569987946,0.09116533821171578,0.026245738682643655
111,111.0,0.03146053413339679,0.2773880290346375,0.033980100900429015,0.07838032281223734,0.11611865851160044,0.040311679575351596,0.03213631123247244,0.024056262277771478,0.3449648687478267,0.0212032327742769
112,112.0,0.0329546622164943,0.684812949937676,0.015790631966055624,0.05028369812640299,0.05865406099826957,0.0461894980161149,0.019145684147099627,0.03079836371233695,0.05900280317732069,0.002367647702229259
113,113.0,0.035803711569730785,0.14930978872801579,0.017901855787879697,0.12222692645075456,0.05887579062486094,0.04475463948381445,0.0,0.008950927896762896,0.5621763594581808,0.0
114,114.0,0.07729624852713665,0.017520233268690167,0.02579045236493622,0.026241742472409214,0.013955000881439115,0.10826137287757535,0.653014031879591,0.04789243297962714,0.0262995482425682,0.0037289365060267825
115,115.0,0.18202808140555607,0.049016211303303546,0.06603261530639336,0.08510122319031807,0.05729506161357782,0.032502213761726656,0.35395729333007864,0.013532825945688044,0.08803783028722229,0.0724966438561356
116,116.0,0.05540430198563081,0.09169162579976661,0.015466644495998192,0.01837226756393459,0.5403571463805164,0.0210459002666634,0.07763443983089058,0.016290525552704195,0.018236985696960473,0.14550016242693473
117,117.0,0.03022356737506032,0.2723149551561672,0.07170728744005467,0.06277450966198363,0.02319747204180436,0.0342597176701087,0.435221702415374,0.02796190557670728,0.04059816811280818,0.0017407145499317499
118,118.0,0.03207430119691899,0.16062451372908965,0.024111695160674927,0.03960034886916235,0.18350648420086546,0.007404155173446985,0.06813840761535435,0.45110345718207495,0.024864083392290414,0.00857255348012197
119,119.0,0.1162992814108115,0.1771730750469304,0.016255362283035077,0.042815134023649795,0.06353245221814702,0.052892598291190765,0.05800690990325409,0.42117603363292183,0.04221292392051015,0.009636229269549379
120,120.0,0.34199784472334815,0.1252249790682645,0.07826328498423556,0.05685548525069464,0.11301761766402225,0.04297694298693001,0.11476670992404878,0.02657140892379139,0.08254724525119048,0.017778481223474196
121,121.0,0.06768081947677926,0.09968306311638243,0.032634047829213475,0.5595681195351304,0.061654687671391734,0.03773075165249444,0.05456071209861672,0.04515635409521817,0.030490941814758796,0.010840502710014622
122,122.0,0.17202562704161867,0.16456843242193464,0.00977981116782534,0.03175630571865767,0.5453570435671874,0.010564020753587856,0.023867521517944155,0.012977432189038022,0.02727464943181762,0.001829156190388683
123,123.0,0.1188979478989894,0.4162578027615414,0.08438176185384826,0.07665912127587582,0.10737802115788912,0.018218959956701836,0.051601398897096425,0.01945070064034369,0.06882318265717409,0.03833110290054
124,124.0,0.1767409396485944,0.035418804913847746,0.3431579483010704,0.04014062010397579,0.12486390118811697,0.04125986509003537,0.09562591791048143,0.03005528323667233,0.11090795076276402,0.0018287688444416767
125,125.0,0.31414412913993783,0.18895061173372385,0.016227212586416524,0.050759894821042956,0.1522210681067457,0.08119537196905632,0.06686724775344194,0.0380173146394264,0.09051130127816887,0.001105847972039625
126,126.0,0.0032651267070510368,0.04835666083571052,0.0,0.061997017278134475,0.59643304011125,0.16479406173639485,0.052117286534982384,0.0,0.04203965870142721,0.03099714809504946
127,127.0,0.07696590235762815,0.051263238136980235,0.07181070854322738,0.09929244769065855,0.47290679744597475,0.07993582227767143,0.0713382857341581,0.023760521033442505,0.03618449357793707,0.01654178320232169
128,128.0,0.09194095626114532,0.017424077732526435,0.018297198608624374,0.17988553426261933,0.007462120667533325,0.11518172141752406,0.07093512443938403,0.41966585537259876,0.019438715455263364,0.05976869578278093
129,129.0,0.06663587410973855,0.0705405779116541,0.029166346126850536,0.062494281420292404,0.05900121178988192,0.05212884169442758,0.07020664012151885,0.5356080634606093,0.03639231978136055,0.017825843583666144
130,130.0,0.05032149573131991,0.22943981202023073,0.02474750747820688,0.043109185820237386,0.059162720754988886,0.033324467399976916,0.4200691758325236,0.028151816331120405,0.08810070063736043,0.023573117994034918
131,131.0,0.12038375167593325,0.5856816470414612,0.08697047105211629,0.044553703484651784,0.023765805132650707,0.05075558027877712,0.020716327553945715,0.03755358390514543,0.016109607437647524,0.013509522437671088
132,132.0,0.0017762124580747377,0.7570941367540039,0.02140137033050777,4.078022548673919e-10,0.020559154570680825,0.050777688467249435,0.013137887585878883,0.02463310037469499,0.10220646005427707,0.008413988996829982
133,133.0,0.22803329857502208,0.03155538358972492,0.050461310911521465,0.4189549886429863,0.05017787299382953,0.057261438898702124,0.04932450862553535,0.016320513157832228,0.09069626800948852,0.007214416595357397
134,134.0,0.027668104298357074,0.1300965238107013,0.027286054040817985,0.1986662194063907,0.05407822899129492,0.4292431683556357,0.049997359542995966,0.058142997165272936,0.02353324471985378,0.001288099668679616
135,135.0,0.19999999999999996,0.0,0.0,0.20000000000000037,0.0,0.0,0.0,0.0,0.5999999999999996,0.0
136,136.0,0.46021335692674575,0.06629038107020312,0.08607916512093136,0.13945794176604306,0.017733945322919133,0.039988890206725386,0.07892044650508012,0.0414819126348742,0.05622153502622385,0.013612425420253902
137,137.0,0.0,0.7075270852499072,0.0029514895746167607,0.18966131461001828,0.015132455591185328,0.03557211228299509,0.027876259224513922,0.005564914998118896,0.0050345152700079126,0.010679853198636848
138,138.0,0.05527154654789969,0.22989099550716738,0.0869756176429376,0.14332477693973672,0.039162344357680075,0.03898564001563138,0.3064268643636124,0.05163407149296943,0.04206651642676895,0.006261626705596494
139,139.0,0.461536104399259,0.027313524243514686,0.0777700049219971,0.05282274015223065,0.19035923302661234,0.021753931552747005,0.08782141114119413,0.009842292704867618,0.052387313358187367,0.018393444499390017
140,140.0,0.07619285311109895,0.048848225707702836,0.089630038400144,0.030853866146680224,0.04101998125997434,0.014117518071767171,0.07678393335691053,0.5780674797396721,0.020247181806632094,0.024238922399417884
141,141.0,0.013411215613697826,0.01993080311487423,0.8435712935282773,0.040352382580182575,0.005586617465619002,0.011027866549116232,0.013595445193578304,0.029184264512170845,0.008097169373890028,0.015242942068593255
142,142.0,0.06490291742589463,0.43713488016374946,0.023906528644995005,0.16329868945923104,0.050107039628397354,0.04854435128691853,0.0711478215108977,0.05186572494312084,0.0618341468355147,0.027257900101280673
143,143.0,0.07959195146345902,0.020055399443587533,0.015517568892880862,0.5537736425883275,0.04640558183216994,0.05799724438436918,0.09056288724136502,0.02828018305147968,0.0919274559858771,0.015888085116484242
144,144.0,0.0007113860871635917,0.0005043453673200049,0.0001270004150037436,0.0006879359887898666,0.00029511781372509643,0.0022116889877832114,0.0005945518130321606,0.004264451099929479,0.0008803966889830875,0.9897231257382736
145,145.0,0.057486541511694925,0.10454603135258378,0.057229075615897185,0.10537846671755549,0.49713024570678765,0.05649548689800318,0.05427531975916744,0.013197669458414052,0.0461554936397188,0.00810566934017731
146,146.0,0.03559743405781275,0.23196624725307297,0.05883573726555007,0.02481900332484932,0.0994098023740794,0.05402211632891753,0.44773165840141593,0.011408074342111982,0.03282296151253708,0.003386965139653084
