,index,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
59,59.0,0.69524588742938,0.0560617824483846,0.048035884400101925,0.05170910003166557,0.09421653466869523,0.029353150607335402,0.02537766041443755
60,60.0,0.5227572036686925,0.10198286342581711,0.08518730802079003,0.11706697272120281,0.11055601608205146,0.023313714308213034,0.0391359217732332
61,61.0,0.27482357034639393,0.07005165765843444,0.06343499143452039,0.11978698673718287,0.0949851522227697,0.3319393696966927,0.04497827190400602
62,62.0,0.144311359279092,0.07650704710285969,0.13816262196058543,0.515156158372789,0.042511942120005086,0.04659035714803151,0.036760514016637214
63,63.0,0.09784552551341434,0.023198665545217725,0.05911040538488514,0.09610545451035886,0.15104150599957414,0.5150177761595633,0.05768066688698646
64,64.0,0.14854734499672692,0.13218849578700304,0.5356992521835723,0.11451064216898005,0.03395656841644445,0.013915268580495525,0.021182427866777813
65,65.0,0.11200175426026682,0.33073964987632354,0.3043051954119838,0.12803796055411676,0.07411629604128227,0.01285457429210794,0.03794456956391885
66,66.0,0.11066012195333419,0.06197427896340376,0.42277050227987556,0.1636289675507358,0.0641982893255739,0.0684498719766414,0.10831796795043531
67,67.0,0.06526167359344952,0.09201361580066306,0.11198333234198367,0.4843538636093181,0.11810489487134937,0.00844478037609514,0.11983783940714113
68,68.0,0.09648763228015333,0.5606390681887823,0.09988913975379544,0.06344732587287691,0.12809999560324925,0.028344558264744094,0.023092280036398617
69,69.0,0.20661953238758687,0.05634746003949002,0.07987879015870365,0.0860128434896068,0.07964202389988537,0.0422361317467057,0.44926321827802157
70,70.0,0.07595194851467889,0.08481074610475862,0.6260474708623517,0.0640733851834591,0.08820896342920279,0.030654232319030056,0.030253253586518772
71,71.0,0.2886419955684885,0.1855604121123049,0.1917530107760581,0.17517547100581488,0.09380753707052433,0.03444396763543146,0.03061760583137769
72,72.0,0.1454758919163217,0.06555067729051711,0.058557442884245775,0.11122138949053015,0.5434843500057867,0.0624907519372171,0.013219496475381416
73,73.0,0.07955279767262395,0.5106844208533399,0.13065829915477797,0.0856695503000531,0.09210657961212845,0.0059922399736960985,0.09533611243338068
74,74.0,0.13325905775840624,0.43128543243102213,0.043275803478711815,0.2893610718787425,0.032122051111239454,0.02571396223401344,0.044982621107864426
75,75.0,0.6179199074147276,0.07859162817122337,0.04858673229178017,0.13637142991016188,0.037047432921280515,0.053758609330423854,0.027724259960402776
76,76.0,0.46220562942110976,0.09912510595312037,0.11067903039275556,0.22557417929893347,0.05663839956309109,0.026296272489141754,0.019481382881847864
77,77.0,0.12210178551372317,0.5082209297609432,0.08665669883053022,0.11951419258597118,0.04507490630390079,0.02520384159059824,0.09322764541433332
78,78.0,0.5093989542198454,0.03021705360604042,0.1364376498399683,0.1787484292040312,0.04646951918920972,0.006167296966669769,0.09256109697423517
79,79.0,0.19261678055775036,0.04609495249623349,0.4993715572998081,0.11984743549382787,0.04558317843446752,0.049850928415360346,0.04663516730255235
80,80.0,0.057979636326900015,0.12252808338474717,0.6420354949190359,0.04950447941129696,0.055654746859191924,0.03317054665924587,0.03912701243958198
81,81.0,0.10521384768066956,0.2903681740432893,0.07358996425651479,0.15358322965873775,0.3335387722307741,0.027914973283778868,0.015791038846235735
82,82.0,0.12183010445767181,0.0693742477923279,0.09127082063149819,0.08157648779758514,0.0667633607196812,0.5144602212499848,0.054724757351250965
83,83.0,0.23831295729156288,0.04085036790811064,0.5009399049212329,0.08326931782652064,0.04619177749195065,0.05277530416016851,0.03766037040045381
84,84.0,0.1294919828346012,0.13701051933959915,0.09086984419168198,0.4753190473266494,0.06233007916286836,0.045475808217033675,0.05950271892756626
85,85.0,0.15458743723456786,0.16997629862476332,0.10841615025086786,0.4000103829765728,0.12649572910067616,0.01637549283452435,0.024138508978027412
86,86.0,0.2034337402368997,0.06566806580917016,0.5572853480572992,0.0765817536107904,0.03795757616070535,0.0272182904488421,0.03185522567629301
87,87.0,0.3131943268759898,0.04431255688266271,0.04531450516009902,0.05193349052254634,0.502519921555683,0.027758310409847956,0.014966888593171123
88,88.0,0.09430708493304281,0.06570451394999674,0.012877586258791636,0.06261462970539747,0.06462391670550618,0.3045225845814594,0.3953496838658056
89,89.0,0.2800163141788805,0.027915916835338835,0.11135961352188392,0.5083961861512344,0.016506048647550897,0.005883445902547636,0.04992247476256372
90,90.0,0.14272818992668607,0.1353108693883731,0.03508702890878133,0.06633215222578069,0.5141109633205416,0.0823120243582327,0.02411877187160457
91,91.0,0.07746685994923874,0.10302239131530713,0.2217789724212461,0.08113848113829042,0.08521594939787881,0.3735358575045665,0.057841488273472214
92,92.0,0.331407205910711,0.046127372029599434,0.08000109058002647,0.27223578649599156,0.07909205353359428,0.17030638852224725,0.020830102927830108
93,93.0,0.21043126146043373,0.06386026687128199,0.07605119976271234,0.5183529562644233,0.060741501560393076,0.034114813128314256,0.036448000952441245
94,94.0,0.5796299875313399,0.093246055669093,0.07685782075114024,0.09860692838523129,0.03526952914527511,0.028025485250255087,0.08836419326766554
95,95.0,0.12102726610742284,0.053795800185118245,0.12523477525100787,0.08713655311051816,0.5048005583424338,0.10010044186512607,0.00790460513837296
96,96.0,0.09419946449891206,0.07887118185983459,0.08772722967214769,0.5766365389581174,0.08621007574326567,0.02655247111480699,0.049803038152915556
97,97.0,0.11394643200495015,0.11867396652017506,0.056943227888995335,0.07672921304442487,0.5322916960482533,0.075235101533062,0.026180362960139356
98,98.0,0.5641226342650456,0.0931959107612306,0.019953746176560073,0.1374068690974597,0.10540473883302733,0.06907759732573902,0.010838503540937855
99,99.0,0.24507924960339664,0.09036576485579917,0.09202624100245768,0.075644824263154,0.4518465870203987,0.0179279573222684,0.027109375932525465
100,100.0,0.23670584368906544,0.10582113662009023,0.07151005325705614,0.4875956110874232,0.022620444179520235,0.04015704332883681,0.03558986783800784
101,101.0,0.2545546347050506,0.10439284597505358,0.06609383058361118,0.35699418106692826,0.14085637047180133,0.01992251457232153,0.057185622625233495
102,102.0,0.07154330499914603,0.04293458482290822,0.07741395251207875,0.6162737494546022,0.06625313504089075,0.06400564260074168,0.0615756305696324
103,103.0,0.29927400428758594,0.1603925918534455,0.17654547399711515,0.16628332116936997,0.14536019966863956,0.03245010904640426,0.01969429997743967
104,104.0,0.03155532098538268,0.29762939329468036,0.11297963625519904,0.07255827145240518,0.46569187489449015,0.010373702731304016,0.009211800386538604
105,105.0,0.15437466631838564,0.07659706887436227,0.5548869184993146,0.07039791993403315,0.0636128920985114,0.04020630923130768,0.03992422504408523
106,106.0,0.3963257305506658,0.13255037588929852,0.08027954192208135,0.23988492566778502,0.10518061873814827,0.027217092377460103,0.018561714854561047
107,107.0,0.26613664274556137,0.08872020882689313,0.39985108303334277,0.10955982818508929,0.09053255698322653,0.02708067334321118,0.018119006882675866
108,108.0,0.15529001944717052,0.050065130872312916,0.06588913607593125,0.09544080233288413,0.0439513437110298,0.5849948947675969,0.004368672793074312
109,109.0,0.45943922588911834,0.1503989482392754,0.16328116006679363,0.10270161202465108,0.053125947274738974,0.033298063819866,0.037755042685556656
110,110.0,0.036305217940540535,0.32873808458149645,0.3894182512895811,0.05549213397333737,0.061862339302250643,0.08736668608661048,0.040817286826183276
111,111.0,0.6289423529695659,0.0620708494266612,0.07387736548015386,0.10363954991502777,0.08503918446178071,0.031789930090427285,0.01464076765638344
112,112.0,0.22822086884412945,0.09930085762958897,0.058933689228464134,0.2696886034400618,0.0327639439274949,0.27694303482942795,0.03414900210083274
113,113.0,0.8336943333162725,0.026551925271362357,0.015410192016444666,0.01820271421245206,0.04792231219286577,0.05821852299060252,0.0
114,114.0,0.03348430077889407,0.06223400652481853,0.724575539153351,0.09200832283988107,0.05583054653129131,0.010833552054628354,0.02103373211713558
115,115.0,0.06233685320194167,0.25157109095767394,0.43381521009549506,0.0985751922971675,0.08673057169946743,0.017323252033242392,0.04964782971501218
116,116.0,0.10003096258074025,0.6445820376904924,0.028905325762408472,0.04298644511764632,0.12580392486651126,0.03326892679454326,0.02442237718765795
117,117.0,0.27415613606816075,0.08861029634698492,0.4108525558369455,0.10230402846819062,0.05801268675621346,0.010448985406010736,0.0556153111174941
118,118.0,0.12352499874290414,0.024495181446530172,0.10257909125703446,0.6334106231405633,0.07246236479053642,0.009040315427083882,0.03448742519534766
119,119.0,0.5967450551547905,0.12495004629914115,0.08674148654824113,0.09070430512276209,0.03781449546086124,0.043419529177965877,0.019625082236238024
120,120.0,0.1717622173184421,0.23174489989268124,0.11998196526474225,0.22139312633082286,0.18097143034159546,0.027323158749662756,0.0468232021020533
121,121.0,0.11857586257440812,0.08453729158674518,0.5460263908380321,0.10987701056976797,0.050422965893850945,0.03778136891920581,0.052779109617989935
122,122.0,0.18517954972625167,0.27105700294547624,0.06977188785010977,0.32901471048887315,0.06556366881822753,0.05557025525924403,0.02384292491181753
123,123.0,0.4724486215492323,0.11859846770766824,0.05648881276843304,0.10844461522878462,0.12709354116624727,0.05836451277465292,0.05856142880498158
124,124.0,0.09708607963149407,0.4470146796736396,0.060011634427256315,0.06378699991804884,0.157155437760969,0.12625404048306202,0.04869112810553024
125,125.0,0.41217780989616937,0.20509960284649487,0.07490717774275164,0.09380539236818554,0.06665506489037795,0.10834427261929268,0.039010679636728
126,126.0,0.25193451391925886,0.4012820839306935,0.06762330992453822,0.10661814437912755,0.04404494048542159,0.112582348459238,0.015914658901722254
127,127.0,0.09990668416794976,0.10766764462986747,0.15506140333683346,0.0986902933257412,0.47953531887664336,0.035322249340565805,0.02381640632239887
128,128.0,0.1252582279801553,0.03907382600489478,0.06397073985053459,0.5650764779996782,0.07044882017812962,0.010592156677641053,0.12557975130896631
129,129.0,0.09740579624781198,0.10294499326565656,0.09499636539442947,0.07362891007739117,0.05668963428156311,0.5487880128238687,0.025546287909279156
130,130.0,0.2504022722665812,0.03131645569618261,0.0625084910649843,0.10455456244477224,0.48652244613544027,0.021854096195591637,0.04284167619644783
131,131.0,0.1103550138654149,0.045153315283838244,0.06748466976760753,0.05644583452307915,0.09283398647312409,0.539044196770572,0.08868298331636411
132,132.0,0.7311008858619397,0.018275775422014823,0.014703459700372777,0.081645692556238,0.08292566066448102,0.058641673944057726,0.012706851850895953
133,133.0,0.09711908846686368,0.07956128940977794,0.2928455798012178,0.3605515210314612,0.09522085990615553,0.034922095648837005,0.03977956573568689
134,134.0,0.22855285887988663,0.08074226712305542,0.039030312295845214,0.16873904353348146,0.42983790976971825,0.04127378345176197,0.011823824946251065
135,135.0,0.0,0.19999999999999965,0.0,0.20000000000000046,0.5999999999999999,0.0,0.0
136,136.0,0.06625186691355564,0.12996514238270884,0.08149251084786949,0.49158833446929684,0.07298459248941963,0.10430239023257237,0.05341516266457713
137,137.0,0.5819513719898359,0.017800094123118976,0.0542031504904157,0.25685128740305657,0.002297074211761962,0.0722759269221858,0.014621094859625147
138,138.0,0.33057464139755144,0.039268996829609555,0.12024883789534291,0.10182295568042768,0.311045192088208,0.0683570221445596,0.02868235396430083
139,139.0,0.041090757524026515,0.2888850152066035,0.06878952502801926,0.066099263513632,0.2577089438168164,0.04566301821865122,0.23176347669225103
140,140.0,0.6226069815322385,0.05513979451532935,0.09599068999526879,0.019750356491279365,0.03867836681325008,0.062438631515693586,0.10539517913694042
141,141.0,0.02305275961348857,0.030212659955733225,0.8344827991085779,0.03166192941371564,0.009724895657123764,0.04904441843891398,0.02182053781244667
142,142.0,0.27694478786414367,0.08728005665451219,0.09221088496119523,0.28183531652276544,0.04859124898202413,0.17454715698670814,0.03859054802865114
143,143.0,0.15345077483863734,0.06364859839374606,0.08004010974545493,0.23590806149538313,0.0519872254199448,0.3371079974191499,0.07785723268768388
144,144.0,0.0008787536706485918,0.00042117336915554636,0.001577204750972721,0.0015826479835302802,0.00048035632414316113,0.0042950816900501855,0.9907647822114994
145,145.0,0.10758314316882933,0.11464312309184375,0.054410160573387094,0.10573890561638896,0.5376782605658316,0.02141725337254749,0.058529153611171794
146,146.0,0.1333828808031019,0.07995435499981494,0.027685744448191652,0.12559689032407773,0.054242012737509025,0.5224288636971536,0.05670925299015128
147,147.0,0.07319995100570528,0.5703639785274758,0.10293742911088359,0.08458699506545952,0.1035057181394851,0.04294348086237054,0.02246244728862026
148,148.0,0.06970287524178942,0.1207680692035217,0.11610674626363454,0.06157694777869555,0.5586402055532018,0.060432368465380866,0.012772787493775998
149,149.0,0.24109421525418284,0.3628018451334194,0.07917556901992076,0.08707747617877128,0.10033452583321825,0.0011956503879200137,0.12832071819256752
150,150.0,0.7003635050837869,0.04380940733530948,0.09304835509575324,0.04479220048630318,0.09274435483918288,0.017707254370598488,0.007534922789065878
151,151.0,0.7339743737451386,0.032418861475961666,0.10035245256685296,0.09017116577892476,0.02450736818009943,0.0034705860084913946,0.01510519224453119
152,152.0,0.10878049771174357,0.20255027837441447,0.3985747405987351,0.10556927610798447,0.10067008242124849,0.03691861699374033,0.04693650779213368
153,153.0,0.5905941251695426,0.08853197283332649,0.07022598919750361,0.06302652868349717,0.1231975259080813,0.030020695070412863,0.0344031631376359
154,154.0,0.3014640403002492,0.054105509548023435,0.23474276458799967,0.07554955082518461,0.056050071134146784,0.009613776432091936,0.26847428717230437
156,156.0,0.11366518931030645,0.05510415887210892,0.24399863137368416,0.15698331981715036,0.32794087786580417,0.06203969366734571,0.04026812909360033
157,157.0,0.06847351795397597,0.15694492926255915,0.09782410315884095,0.09279992099865172,0.5152826177605865,0.03947938052937675,0.029195530336008767
158,158.0,0.1597810630526927,0.018898610630727192,0.015091967295574348,0.7494855834511093,0.034577579114911036,0.019048863802452354,0.003116332652533015
159,159.0,0.11036713613846102,0.18901951663600833,0.09875418244555106,0.3874543196061711,0.12179563324066868,0.04650679513804147,0.04610241679509841
160,160.0,0.1596230955529731,0.32268764378246806,0.11506843389277915,0.029126722573959048,0.19049370799698917,0.17652462135095598,0.006475774849875578
161,161.0,0.058213382000302,0.10729577683003808,0.49443703123721694,0.06839116538920897,0.057722418344190965,0.07837880768732503,0.1355614185117178
162,162.0,0.30112652818806573,0.04418500985907713,0.5014651685653657,0.04726704902689306,0.022224641047072023,0.02898793171332303,0.054743671600203395
163,163.0,0.0966446974766805,0.07514320732122892,0.08843259388329638,0.09595034561478624,0.5864414923993495,0.026010583865166397,0.031377079439491945
165,165.0,0.05324150933316118,0.019353779701392296,0.027621929515699355,0.025056933915537167,0.010252698325673324,0.8575532144305887,0.006919934777947987
166,166.0,0.1491662237508199,0.07974291932412815,0.05046680565896189,0.570627086433765,0.10325445960858273,0.026982803513981166,0.01975970170976117
167,167.0,0.44986831861100995,0.11973918676006357,0.16675195119718136,0.05985210543664021,0.03573976148670001,0.10820920348199331,0.05983947302641162
168,168.0,0.353385523778051,0.1073916689390025,0.1199168020649318,0.09961160010670954,0.07354148427728904,0.18152373998517424,0.0646291808488419
169,169.0,0.7513051879736721,0.022253376298580513,0.1136866043462316,0.04800473555949865,0.010984587362619001,0.042472312203315404,0.01129319625608275
170,170.0,0.0811326915003522,0.4167981054854753,0.08377204144869019,0.17395295713933245,0.11003643727876702,0.02574187577590661,0.1085658913714762
172,172.0,0.43461882679677766,0.13842716365714552,0.08689170809914498,0.2745787065296347,0.016130903274699602,0.01817150329078452,0.031181188351812893
173,173.0,0.5663010747083446,0.142865879375292,0.05689266525751014,0.07169972745156282,0.0677016989320805,0.0479203043259743,0.0466186499492358
174,174.0,0.04130812825928455,0.13315353471596222,0.3400989747820429,0.3022015827337186,0.13970165184323816,0.03611956951537043,0.007416558150383094
175,175.0,0.2090586633396131,0.09734822914952285,0.09281219234672425,0.08025157663356594,0.396192757896805,0.009397509830361452,0.11493907080340743
176,176.0,0.2044077310007404,0.08915771689974611,0.018196836026587043,0.08470325316070008,0.525275777135631,0.01076462855268893,0.06749405722390643
177,177.0,0.03696020212677417,0.0544315134341256,0.039802271482748675,0.6433059831919511,0.035917502565440206,0.017608330569053064,0.17197419662990704
178,178.0,0.17250299514699685,0.07833419206026733,0.3928244538020439,0.20498605465754033,0.08671211588496151,0.03661646642246898,0.02802372202572108
179,179.0,0.0062499569544730935,0.03459961499244921,0.0060067800447285435,0.8052130646505742,0.07195404893270561,0.023291333383032492,0.05268520104203705
180,180.0,0.06745505762519087,0.6514986406256715,0.04769047053343377,0.07396811380636711,0.0907776843464044,0.010113137521567249,0.05849689554136517
181,181.0,0.05036247340072789,0.6430466557068781,0.08490695380397946,0.07107748757603376,0.05900094060503164,0.03258278599875817,0.05902270290859072
182,182.0,0.10387346357961573,0.08187688155086163,0.5769398407117843,0.067929484095789,0.0878927810343175,0.047439247676983154,0.034048301350648694
183,183.0,0.12143672788822114,0.13790111298167046,0.13936310274613045,0.4469178002778762,0.06827222040051736,0.033508515353913006,0.05260052035167141
184,184.0,0.6212794914184799,0.05893436942422914,0.06585829296445031,0.1271722767966558,0.05796300677984452,0.05287192558822142,0.015920637028118707
185,185.0,0.21661358902111386,0.044206631702242274,0.05703373802495459,0.3881557742715212,0.03159166682331471,0.12442894408490449,0.13796965607194892
186,186.0,0.21546422125528758,0.46161129630714526,0.08463692080060245,0.10730247654349637,0.06341225170245957,0.013882192368382144,0.053690641022626634
187,187.0,0.18440793135991423,0.11021830964940288,0.5237836122341428,0.04302446740413455,0.10092111466905686,0.012050441682862283,0.025594123000486413
188,188.0,0.6475965596675152,0.03623530835175211,0.09459678057684132,0.09047538724267831,0.06267788674028463,0.04700191751919336,0.021416159901735114
189,189.0,0.1523439569849575,0.06433114952473598,0.10428488829101458,0.09143083742422757,0.0224690210764442,0.03949363254369665,0.5256465141549235
190,190.0,0.17978612085897183,0.040213943899323396,0.06541831402853475,0.09020745588743467,0.11271524188315787,0.0389463246394246,0.47271259880315286
191,191.0,0.25093895727928395,0.04788879851635193,0.03815209860265305,0.5636200235646337,0.06684832675834257,0.006909537308280875,0.02564225797045388
192,192.0,0.6277235073107423,0.057912859074097656,0.04690311050493252,0.1603495446051419,0.06589663928587608,0.009976755049664754,0.031237584169544582
193,193.0,0.09815707707236286,0.4936681327691729,0.04998942545126239,0.09622793999906158,0.12863264765434498,0.04297727583146189,0.09034750122233341
194,194.0,0.9605829820838341,0.0,0.0,0.022642969708576214,0.0,0.016774048207589643,0.0
195,195.0,0.24117544529805512,0.03794903446474304,0.056917418665067845,0.07625256628177274,0.07135041815640306,0.016678771538120828,0.4996763455958373
196,196.0,0.17833613152999975,0.04725216075606865,0.06499710056050005,0.07849285569981737,0.5744728710903457,0.014785920157428085,0.04166296020584052
197,197.0,0.030380542737061554,0.14656226953787319,0.6407303915396735,0.07463168467193299,0.029112995531154894,0.04443464652252136,0.03414746945978247
198,198.0,0.0643711616742697,0.1198216828263858,0.14395417661506377,0.03800445205816778,0.6079354027340084,0.022308395603520985,0.0036047284885835596
199,199.0,0.20991126543497757,0.044124108342144676,0.1494109968009728,0.160533862168641,0.04758873044190452,0.3649180704372012,0.023512966374158076
200,200.0,0.15005811500365046,0.019569038024839995,0.3712255941467502,0.22241398555954295,0.10094121255425405,0.014540077523778408,0.12125197718718386
201,201.0,0.3002682616974308,0.1426128931835408,0.24808579255960167,0.13555664745807336,0.07991893049349025,0.036706476678242034,0.05685099792962095
202,202.0,0.16343248073629557,0.12859299070693128,0.05862608075545949,0.07930336907161212,0.04501975675868394,0.49147623140638313,0.0335490905646344
203,203.0,0.09427023725429097,0.17247239787309337,0.073459804190972,0.4918650843826345,0.09148101639496758,0.0331002756791449,0.043351184224896706
204,204.0,0.485571777459663,0.07322727854879671,0.24126913892796314,0.10923187824646842,0.043747747432002486,0.02447286121101171,0.022479318174094494
206,206.0,0.19580873906081914,0.04638202451815196,0.08180839843765496,0.5335683958704576,0.03923233713469379,0.03673278376113223,0.06646732121709047
207,207.0,0.5495768458904468,0.12729024195900887,0.0622927719344616,0.08805516779878399,0.15129854727079425,0.015361394940683615,0.006125030205820761
